TIMM10B	XM_054187727.1#TIMM10B
IWS1	XM_054207443.1#IWS1
UGGT1	XM_054207423.1#UGGT1
SLC33A1	XM_054206076.1#SLC33A1
KCNAB1	XM_054204438.1#KCNAB1
VEPH1	XM_054205594.1#VEPH1
LOC128911818	XM_054207284.1#LOC128911818
PHC3	XM_054204377.1#PHC3
ATP11B	XM_054206046.1#ATP11B
POLR2H	XM_054207087.1#POLR2H
ABCC5	XM_054206440.1#ABCC5
RASSF6	XM_054203874.1#RASSF6
MTHFD2L	XM_054202967.1#MTHFD2L
MTHFD2L	XM_054202968.1#MTHFD2L
PAQR3	XM_054203373.1#PAQR3
QRFPR	XM_054202778.1#QRFPR
NDNF	XM_054204096.1#NDNF
PDE5A	XM_054202118.1#PDE5A
PDE5A	XM_054202115.1#PDE5A
ALPK1	XM_054204134.1#ALPK1
SCARB2	XM_054203226.1#SCARB2
ABRAXAS1	XM_054202015.1#ABRAXAS1
LOC128909798	XM_054202018.1#LOC128909798
SLC10A7	XM_054202290.1#SLC10A7
OTUD4	XM_054203981.1#OTUD4
OTUD4	XM_054203978.1#OTUD4
OTUD4	XM_054203979.1#OTUD4
OTUD4	XM_054203976.1#OTUD4
OTUD4	XM_054203972.1#OTUD4
ELF2	XM_054201835.1#ELF2
JADE1	XM_054202636.1#JADE1
TRPC3	XM_054202847.1#TRPC3
PRKG2	XM_054202757.1#PRKG2
YTHDC1	XM_054201765.1#YTHDC1
YTHDC1	XM_054201768.1#YTHDC1
PITX2	XM_054204110.1#PITX2
PITX2	XM_054204111.1#PITX2
DNAJB14	XM_054202551.1#DNAJB14
DNAJB14	XM_054202548.1#DNAJB14
BMPR1B	XM_054203329.1#BMPR1B
BMPR1B	XM_054203328.1#BMPR1B
PDLIM5	XM_054201936.1#PDLIM5
PDLIM5	XM_054201935.1#PDLIM5
PDLIM5	XM_054201934.1#PDLIM5
PDLIM5	XM_054201931.1#PDLIM5
PDLIM5	XM_054201933.1#PDLIM5
HERC3	XM_054204119.1#HERC3
FBXW7	XM_054202206.1#FBXW7
LOC128910008	XM_054202717.1#LOC128910008
GRIA2	XM_054202577.1#GRIA2
FNIP2	XM_054202851.1#FNIP2
FNIP2	XM_054202854.1#FNIP2
TLL1	XM_054203849.1#TLL1
PALLD	XM_054201829.1#PALLD
PALLD	XM_054201821.1#PALLD
NEK1	XM_054202178.1#NEK1
NEK1	XM_054202177.1#NEK1
NEK1	XM_054202176.1#NEK1
NEK1	XM_054202173.1#NEK1
CLCN3	XM_054202186.1#CLCN3
CLCN3	XM_054202183.1#CLCN3
MFAP3L	XM_054203857.1#MFAP3L
DCTN1	XM_054201779.1#DCTN1
DCTN1	XM_054201782.1#DCTN1
DYSF	XM_054203464.1#DYSF
DYSF	XM_054203466.1#DYSF
EXOC6B	XM_054201921.1#EXOC6B
EXOC6B	XM_054201919.1#EXOC6B
RAB11FIP5	XM_054202128.1#RAB11FIP5
SLC4A11	XM_054202958.1#SLC4A11
LOC128910711	XM_054204293.1#LOC128910711
LOC128910711	XM_054204295.1#LOC128910711
IMMT	XM_054202665.1#IMMT
ST3GAL5	XM_054203620.1#ST3GAL5
ST3GAL5	XM_054203621.1#ST3GAL5
MAEA	XM_054203062.1#MAEA
MAEA	XM_054203067.1#MAEA
MXD4	XM_054202168.1#MXD4
ZFYVE28	XM_054203245.1#ZFYVE28
ZFYVE28	XM_054203244.1#ZFYVE28
SH3BP2	XM_054201870.1#SH3BP2
ACOX3	XM_054202799.1#ACOX3
TBC1D14	XM_054202077.1#TBC1D14
JAKMIP1	XM_054203886.1#JAKMIP1
JAKMIP1	XM_054203884.1#JAKMIP1
PROM1	XM_054203531.1#PROM1
PROM1	XM_054203527.1#PROM1
LCORL	XM_054201956.1#LCORL
LCORL	XM_054201953.1#LCORL
LCORL	XM_054201955.1#LCORL
STIM2	XM_054202576.1#STIM2
TBC1D1	XM_054204359.1#TBC1D1
RBM47	XM_054202452.1#RBM47
RBM47	XM_054202453.1#RBM47
RBM47	XM_054202451.1#RBM47
APBB2	XM_054202449.1#APBB2
ATP8A1	XM_054202213.1#ATP8A1
LOC128910691	XM_054204242.1#LOC128910691
TEC	XM_054204236.1#TEC
USP46	XM_054203490.1#USP46
DLC1	XM_054201887.1#DLC1
SGCZ	XM_054203217.1#SGCZ
MTUS1	XM_054203659.1#MTUS1
MTUS1	XM_054203657.1#MTUS1
ASAH1	XM_054203564.1#ASAH1
STOX2	XM_054202192.1#STOX2
STOX2	XM_054202190.1#STOX2
KARS1	XM_054198845.1#KARS1
ZNF821	XM_054199497.1#ZNF821
ZNF821	XM_054199491.1#ZNF821
IST1	XM_054199505.1#IST1
WWP2	XM_054198589.1#WWP2
NFAT5	XM_054197621.1#NFAT5
NFAT5	XM_054197620.1#NFAT5
CBFA2T3	XM_054198650.1#CBFA2T3
CA5A	XM_054200780.1#CA5A
LOC128908388	XM_054198493.1#LOC128908388
ADAMTS18	XM_054200869.1#ADAMTS18
CDH8	XM_054199064.1#CDH8
DYNC1LI2	XM_054199392.1#DYNC1LI2
KCTD15	XM_054197617.1#KCTD15
SIAH1	XM_054199854.1#SIAH1
CHD9	XM_054198045.1#CHD9
SLC12A4	XM_054201264.1#SLC12A4
FCSK	XM_054198993.1#FCSK
CTCF	XM_054201171.1#CTCF
CTCF	XM_054201168.1#CTCF
ELMO3	XM_054200396.1#ELMO3
EXOC3L1	XM_054200389.1#EXOC3L1
CFAP20	XM_054198528.1#CFAP20
NIN	XM_054200774.1#NIN
PRPF39	XM_054200028.1#PRPF39
TOGARAM1	XM_054200020.1#TOGARAM1
LRFN5	XM_054199875.1#LRFN5
RTN1	XM_054199533.1#RTN1
TRMT5	XM_054200468.1#TRMT5
SYT16	XM_054199921.1#SYT16
SYT16	XM_054199916.1#SYT16
SYT16	XM_054199919.1#SYT16
ESR2	XM_054200241.1#ESR2
GPR132	XM_054201217.1#GPR132
CKB	XM_054201065.1#CKB
MARK3	XM_054201310.1#MARK3
MOK	XM_054201672.1#MOK
WDR20	XM_054201657.1#WDR20
EML1	XM_054198294.1#EML1
EML1	XM_054198293.1#EML1
EML1	XM_054198289.1#EML1
EML1	XM_054198292.1#EML1
PAPOLA	XM_054197518.1#PAPOLA
DICER1	XM_054198608.1#DICER1
PRIMA1	XM_054200784.1#PRIMA1
PRDM11	XM_054199872.1#PRDM11
DGKZ	XM_054199836.1#DGKZ
ITPKA	XM_054201122.1#ITPKA
MGA	XM_054197579.1#MGA
PLA2G4F	XM_054198786.1#PLA2G4F
GANC	XM_054199810.1#GANC
CAPN3	XM_054199818.1#CAPN3
CDAN1	XM_054198166.1#CDAN1
LOC128908462	XM_054198724.1#LOC128908462
EXD2	XM_054199669.1#EXD2
AKAP6	XM_054199827.1#AKAP6
AKAP6	XM_054199826.1#AKAP6
MIPOL1	XM_054200337.1#MIPOL1
MIA2	XM_054199251.1#MIA2
MIA2	XM_054199243.1#MIA2
YLPM1	XM_054197825.1#YLPM1
NEK9	XM_054199964.1#NEK9
DIO2	XM_054200884.1#DIO2
CPT1A	XM_054198562.1#CPT1A
PPP6R3	XM_054200421.1#PPP6R3
LRRC56	XM_054199731.1#LRRC56
RASSF7	XM_054201037.1#RASSF7
CHID1	XM_054198955.1#CHID1
TOLLIP	XM_054201494.1#TOLLIP
MOB2	XM_054197599.1#MOB2
IFITM10	XM_054198919.1#IFITM10
SERGEF	XM_054199075.1#SERGEF
KCNC1	XM_054199071.1#KCNC1
LOC128909395	XM_054201008.1#LOC128909395
AMPD3	XM_054200156.1#AMPD3
FAR1	XM_054199842.1#FAR1
FAR1	XM_054199844.1#FAR1
WT1	XM_054199338.1#WT1
ANO3	XM_054200151.1#ANO3
ANO5	XM_054198840.1#ANO5
TMX2	XM_054197682.1#TMX2
ZNF512	XM_054194374.1#ZNF512
LOC128907582	XM_054196599.1#LOC128907582
ASXL2	XM_054196123.1#ASXL2
CCDC25	XM_054194333.1#CCDC25
PNOC	XM_054196450.1#PNOC
HMBOX1	XM_054194281.1#HMBOX1
HMBOX1	XM_054194283.1#HMBOX1
HMBOX1	XM_054194288.1#HMBOX1
HMBOX1	XM_054194278.1#HMBOX1
HMBOX1	XM_054194279.1#HMBOX1
HMBOX1	XM_054194280.1#HMBOX1
GATA4	XM_054193765.1#GATA4
CD2AP	XM_054195864.1#CD2AP
EVA1A	XM_054196267.1#EVA1A
TP53I3	XM_054197281.1#TP53I3
PUM2	XM_054196822.1#PUM2
C3H2orf50	XM_054196466.1#C3H2orf50
ITGB1BP1	XM_054193960.1#ITGB1BP1
EIPR1	XM_054194154.1#EIPR1
MLIP	XM_054195304.1#MLIP
HCRTR2	XM_054196350.1#HCRTR2
DST	XM_054197113.1#DST
LGSN	XM_054195502.1#LGSN
LGSN	XM_054195510.1#LGSN
COL19A1	XM_054195885.1#COL19A1
COL19A1	XM_054195876.1#COL19A1
FAM135A	XM_054194387.1#FAM135A
FAM135A	XM_054194382.1#FAM135A
FAM135A	XM_054194383.1#FAM135A
HMGN3	XM_054196561.1#HMGN3
KLHL32	XM_054196993.1#KLHL32
USP45	XM_054197284.1#USP45
USP45	XM_054197287.1#USP45
BEND3	XM_054195969.1#BEND3
SNX3	XM_054196376.1#SNX3
METTL24	XM_054196927.1#METTL24
SLC22A16	XM_054195483.1#SLC22A16
SLC16A10	XM_054197322.1#SLC16A10
DSE	XM_054195564.1#DSE
RNF217	XM_054195624.1#RNF217
NCOA7	XM_054195788.1#NCOA7
THEMIS	XM_054197014.1#THEMIS
ARHGAP18	XM_054196220.1#ARHGAP18
AKAP7	XM_054196296.1#AKAP7
EYA4	XM_054195180.1#EYA4
SGK1	XM_054194614.1#SGK1
IL20RA	XM_054197001.1#IL20RA
CCDC28A	XM_054196386.1#CCDC28A
REPS1	XM_054194221.1#REPS1
REPS1	XM_054194218.1#REPS1
REPS1	XM_054194225.1#REPS1
AIG1	XM_054197074.1#AIG1
PHACTR2	XM_054195145.1#PHACTR2
EZR	XM_054194931.1#EZR
TMEM181	XM_054195650.1#TMEM181
SYNJ2	XM_054194514.1#SYNJ2
TIAM2	XM_054195013.1#TIAM2
IPCEF1	XM_054194679.1#IPCEF1
MTRF1L	XM_054195980.1#MTRF1L
FBXO5	XM_054195977.1#FBXO5
AKAP12	XM_054196684.1#AKAP12
KATNA1	XM_054195770.1#KATNA1
PPIL4	XM_054195715.1#PPIL4
TAB2	XM_054194398.1#TAB2
STXBP5	XM_054193744.1#STXBP5
GRM1	XM_054195398.1#GRM1
UTRN	XM_054195265.1#UTRN
UTRN	XM_054195266.1#UTRN
PDE10A	XM_054195390.1#PDE10A
DYNLT2	XM_054196443.1#DYNLT2
CHRM3	XM_054195956.1#CHRM3
MEMO1	XM_054195554.1#MEMO1
LOC128906541	XM_054193862.1#LOC128906541
LOC128906541	XM_054193856.1#LOC128906541
RHOQ	XM_054196523.1#RHOQ
PPM1B	XM_054194013.1#PPM1B
EML4	XM_054194565.1#EML4
EML4	XM_054194564.1#EML4
MRPS10	XM_054193719.1#MRPS10
RCOR3	XM_054195501.1#RCOR3
RCOR3	XM_054195500.1#RCOR3
BATF3	XM_054195654.1#BATF3
ESRRG	XM_054194171.1#ESRRG
ESRRG	XM_054194177.1#ESRRG
GPCPD1	XM_054196415.1#GPCPD1
MARK1	XM_054195832.1#MARK1
FBXO28	XM_054195645.1#FBXO28
WDR26	XM_054194749.1#WDR26
GALNT14	XM_054196842.1#GALNT14
ALK	XM_054195892.1#ALK
KCNK12	XM_054197168.1#KCNK12
FSHR	XM_054197207.1#FSHR
TTBK1	XM_054196635.1#TTBK1
PPP2R5D	XM_054197425.1#PPP2R5D
PTK7	XM_054195163.1#PTK7
RIN2	XM_054196183.1#RIN2
RTN4	XM_054194473.1#RTN4
RTN4	XM_054194472.1#RTN4
RTN4	XM_054194469.1#RTN4
RTN4	XM_054194468.1#RTN4
NDUFAF5	XM_054195699.1#NDUFAF5
USP34	XM_054194292.1#USP34
USP34	XM_054194302.1#USP34
USP34	XM_054194300.1#USP34
USP34	XM_054194294.1#USP34
USP34	XM_054194293.1#USP34
CCDC85A	XM_054194167.1#CCDC85A
AGAP3	XM_054189475.1#AGAP3
MAP4	XM_054190132.1#MAP4
MAP4	XM_054190136.1#MAP4
CSPG5	XM_054192045.1#CSPG5
SNAP47	XM_054191037.1#SNAP47
GUK1	XM_054189598.1#GUK1
LOC128906000	XM_054192766.1#LOC128906000
CTDSPL	XM_054192023.1#CTDSPL
LARP4B	XM_054190210.1#LARP4B
KLF6	XM_054192502.1#KLF6
CREM	XM_054189846.1#CREM
CUL2	XM_054189773.1#CUL2
ZNF438	XM_054190361.1#ZNF438
JCAD	XM_054191859.1#JCAD
WAC	XM_054191783.1#WAC
GPR158	XM_054192155.1#GPR158
KIAA1217	XM_054190056.1#KIAA1217
SPAG6	XM_054189360.1#SPAG6
BMI1	XM_054192901.1#BMI1
HYCC1	XM_054191169.1#HYCC1
NUP42	XM_054190166.1#NUP42
CBX3	XM_054192514.1#CBX3
HOXA6	XM_054190778.1#HOXA6
ANKRD28	XM_054193170.1#ANKRD28
PLCL2	XM_054190742.1#PLCL2
LOC128905392	XM_054191446.1#LOC128905392
NR1D2	XM_054191383.1#NR1D2
SLC4A7	XM_054191058.1#SLC4A7
EOMES	XM_054191589.1#EOMES
GADL1	XM_054192990.1#GADL1
CAPN7	XM_054189611.1#CAPN7
CAPN7	XM_054189615.1#CAPN7
FYCO1	XM_054189991.1#FYCO1
LARS2	XM_054191246.1#LARS2
SLC25A38	XM_054192081.1#SLC25A38
FBXL2	XM_054193609.1#FBXL2
UBP1	XM_054193606.1#UBP1
UBP1	XM_054193604.1#UBP1
HERPUD2	XM_054190939.1#HERPUD2
HERPUD2	XM_054190942.1#HERPUD2
HERPUD2	XM_054190940.1#HERPUD2
HERPUD2	XM_054190943.1#HERPUD2
LRRFIP2	XM_054191147.1#LRRFIP2
LRRFIP2	XM_054191145.1#LRRFIP2
LRRFIP2	XM_054191142.1#LRRFIP2
LRRFIP2	XM_054191141.1#LRRFIP2
LRRFIP2	XM_054191137.1#LRRFIP2
BRD9	XM_054191210.1#BRD9
BRD9	XM_054191215.1#BRD9
BRD9	XM_054191214.1#BRD9
BRD9	XM_054191205.1#BRD9
ADNP2	XM_054189869.1#ADNP2
NFATC1	XM_054191683.1#NFATC1
GPLD1	XM_054190637.1#GPLD1
ID4	XM_054193502.1#ID4
MYLIP	XM_054191227.1#MYLIP
LOC128906222	XM_054193213.1#LOC128906222
TFAP2A	XM_054191585.1#TFAP2A
RREB1	XM_054192621.1#RREB1
ECI2	XM_054191504.1#ECI2
LOC128905847	XM_054192422.1#LOC128905847
RELCH	XM_054189872.1#RELCH
OTULIN	XM_054191919.1#OTULIN
OTULINL	XM_054192161.1#OTULINL
TENT4A	XM_054189941.1#TENT4A
RPRD1A	XM_054190902.1#RPRD1A
TEX10	XM_054190252.1#TEX10
LDLRAD4	XM_054190620.1#LDLRAD4
ANKRD12	XM_054190012.1#ANKRD12
DLGAP1	XM_054193163.1#DLGAP1
TGIF1	XM_054193030.1#TGIF1
THOC1	XM_054189733.1#THOC1
KCTD1	XM_054192735.1#KCTD1
CHST9	XM_054191884.1#CHST9
MAPRE2	XM_054190478.1#MAPRE2
MAPRE2	XM_054190477.1#MAPRE2
UBE2V2	XM_054191084.1#UBE2V2
UBXN2B	XM_054192319.1#UBXN2B
ASPH	XM_054190664.1#ASPH
ASPH	XM_054190662.1#ASPH
ASPH	XM_054190663.1#ASPH
PDE7A	XM_054191652.1#PDE7A
PDE7A	XM_054191648.1#PDE7A
CSPP1	XM_054189794.1#CSPP1
LACTB2	XM_054190386.1#LACTB2
TPD52	XM_054189890.1#TPD52
NDUFAF6	XM_054190529.1#NDUFAF6
NDUFAF6	XM_054190530.1#NDUFAF6
CPQ	XM_054192637.1#CPQ
OSR2	XM_054193439.1#OSR2
VPS13B	XM_054189542.1#VPS13B
VPS13B	XM_054189535.1#VPS13B
SPAG1	XM_054191330.1#SPAG1
KLF10	XM_054192852.1#KLF10
RIMS2	XM_054192251.1#RIMS2
OXR1	XM_054193065.1#OXR1
OXR1	XM_054193064.1#OXR1
OXR1	XM_054193066.1#OXR1
NUDCD1	XM_054190000.1#NUDCD1
TRPS1	XM_054190524.1#TRPS1
ENPP2	XM_054191636.1#ENPP2
TMEM65	XM_054193428.1#TMEM65
TATDN1	XM_054190626.1#TATDN1
TATDN1	XM_054190627.1#TATDN1
ASAP1	XM_054189849.1#ASAP1
ASAP1	XM_054189847.1#ASAP1
CCN4	XM_054191833.1#CCN4
HSF1	XM_054189716.1#HSF1
HSF1	XM_054189717.1#HSF1
LOC128900467	XM_054181631.1#LOC128900467
ADM2	XM_054200128.1#ADM2
PPP6R2	XM_054200002.1#PPP6R2
NRF1	XM_054187897.1#NRF1
FBH1	XM_054188246.1#FBH1
LOC128902840	XM_054186501.1#LOC128902840
PFKFB3	XM_054208108.1#PFKFB3
CELF2	XM_054187217.1#CELF2
CELF2	XM_054187197.1#CELF2
CELF2	XM_054187209.1#CELF2
HGF	XM_054188083.1#HGF
SLC26A5	XM_054224304.1#SLC26A5
ATXN7L1	XM_054216921.1#ATXN7L1
SLC2A13	XM_054189296.1#SLC2A13
GRAMD4	XM_054220563.1#GRAMD4
GRAMD4	XM_054220571.1#GRAMD4
CPED1	XM_054199693.1#CPED1
LOC128910151	XM_054203144.1#LOC128910151
ATP23	XM_054196861.1#ATP23
MDM1	XM_054183985.1#MDM1
CPM	XM_054197429.1#CPM
CAPS2	XM_054221585.1#CAPS2
OSBPL8	XM_054187954.1#OSBPL8
NAV3	XM_054207726.1#NAV3
POC1B	XM_054208435.1#POC1B
CEP83	XM_054204785.1#CEP83
TMCC3	XM_054204044.1#TMCC3
APAF1	XM_054188803.1#APAF1
BLTP3B	XM_054219442.1#BLTP3B
TMEM140	XM_054205246.1#TMEM140
GUCY2C	XM_054211352.1#GUCY2C
SYNGR1	XM_054219907.1#SYNGR1
RBFOX2	XM_054182348.1#RBFOX2
HCFC2	XM_054213131.1#HCFC2
MYBPC1	XM_054182592.1#MYBPC1
SPIC	XM_054188815.1#SPIC
FGD4	XM_054205007.1#FGD4
BICD1	XM_054220429.1#BICD1
WASHC1	XM_054197822.1#WASHC1
LOC128904668	XM_054189331.1#LOC128904668
WNT5B	XM_054222597.1#WNT5B
PLEKHA5	XM_054217188.1#PLEKHA5
PYROXD1	XM_054190996.1#PYROXD1
ABCC9	XM_054214976.1#ABCC9
ABCC9	XM_054214944.1#ABCC9
DNAI7	XM_054189058.1#DNAI7
PARP11	XM_054187978.1#PARP11
PARP11	XM_054187979.1#PARP11
LOC128904425	XM_054188743.1#LOC128904425
RAD51AP1	XM_054210235.1#RAD51AP1
PPARA	XM_054218870.1#PPARA
FBLN1	XM_054222257.1#FBLN1
SAMM50	XM_054192370.1#SAMM50
LOC128913851	XM_054212163.1#LOC128913851
ENO2	XM_054188250.1#ENO2
NCAPD2	XM_054188650.1#NCAPD2
POPDC2	XM_054198069.1#POPDC2
SLC22A15	XM_054183638.1#SLC22A15
TBC1D23	XM_054188368.1#TBC1D23
BBX	XM_054190579.1#BBX
CD47	XM_054203962.1#CD47
ZNF654	XM_054206541.1#ZNF654
ARL13B	XM_054199081.1#ARL13B
ARL13B	XM_054199044.1#ARL13B
POU1F1	XM_054220969.1#POU1F1
GBE1	XM_054191336.1#GBE1
CHODL	XM_054214742.1#CHODL
USP16	XM_054207807.1#USP16
TIAM1	XM_054188091.1#TIAM1
TIAM1	XM_054188090.1#TIAM1
HLCS	XM_054204834.1#HLCS
TTC3	XM_054204525.1#TTC3
PRDM15	XM_054209838.1#PRDM15
NDUFV3	XM_054192555.1#NDUFV3
U2AF1	XM_054191989.1#U2AF1
U2AF1	XM_054191998.1#U2AF1
TRAPPC10	XM_054181509.1#TRAPPC10
EFHC2	XM_054188937.1#EFHC2
DMD	XM_054189217.1#DMD
DMD	XM_054189214.1#DMD
DMD	XM_054189218.1#DMD
DMD	XM_054189216.1#DMD
DMD	XM_054189206.1#DMD
PCYT1B	XM_054217937.1#PCYT1B
PCYT1B	XM_054218027.1#PCYT1B
PCYT1B	XM_054217777.1#PCYT1B
NHS	XM_054188182.1#NHS
AP1S2	XM_054181285.1#AP1S2
TCEANC	XM_054196176.1#TCEANC
PNPLA4	XM_054217914.1#PNPLA4
PNPLA4	XM_054217886.1#PNPLA4
LOC128919572	XM_054224967.1#LOC128919572
ASMTL	XM_054216068.1#ASMTL
HERC2	XM_054188734.1#HERC2
HERC2	XM_054188733.1#HERC2
GABRB3	XM_054205685.1#GABRB3
TMEM131	XM_054189367.1#TMEM131
CRACDL	XM_054213275.1#CRACDL
LOC128917429	XM_054220504.1#LOC128917429
LIMS1	XM_054207409.1#LIMS1
UPF3A	XM_054183387.1#UPF3A
ADPRHL1	XM_054185340.1#ADPRHL1
GRTP1	XM_054188451.1#GRTP1
ATP11A	XM_054198526.1#ATP11A
ARHGEF7	XM_054189279.1#ARHGEF7
NAXD	XM_054188351.1#NAXD
NAXD	XM_054188353.1#NAXD
NAXD	XM_054188352.1#NAXD
ERCC5	XM_054189341.1#ERCC5
FGF14	XM_054215502.1#FGF14
FGF14	XM_054215521.1#FGF14
LOC128908902	XM_054199890.1#LOC128908902
FARP1	XM_054218754.1#FARP1
MBNL2	XM_054198633.1#MBNL2
MBNL2	XM_054198614.1#MBNL2
UGGT2	XM_054192144.1#UGGT2
UGGT2	XM_054192135.1#UGGT2
TSC22D1	XM_054190170.1#TSC22D1
TSC22D1	XM_054190153.1#TSC22D1
TSC22D1	XM_054190161.1#TSC22D1
NHLRC3	XM_054194521.1#NHLRC3
PROSER1	XM_054194480.1#PROSER1
PROSER1	XM_054194471.1#PROSER1
DCLK1	XM_054187931.1#DCLK1
DCLK1	XM_054187929.1#DCLK1
DCLK1	XM_054187927.1#DCLK1
DCLK1	XM_054187930.1#DCLK1
DCLK1	XM_054187928.1#DCLK1
LOC128913098	XM_054210192.1#LOC128913098
PAN3	XM_054219292.1#PAN3
PAN3	XM_054219264.1#PAN3
RNF6	XM_054222021.1#RNF6
SPATA13	XM_054209266.1#SPATA13
MPHOSPH8	XM_054223636.1#MPHOSPH8
EXPH5	XM_054188346.1#EXPH5
ALKBH8	XM_054195678.1#ALKBH8
ALKBH8	XM_054195643.1#ALKBH8
ALKBH8	XM_054195661.1#ALKBH8
GRIA4	XM_054187370.1#GRIA4
RRP8	XM_054202047.1#RRP8
UVRAG	XM_054207637.1#UVRAG
LRRC32	XM_054188294.1#LRRC32
SYTL2	XM_054188870.1#SYTL2
NOX4	XM_054217849.1#NOX4
LOC128908490	XM_054198803.1#LOC128908490
STOX1	XM_054206561.1#STOX1
SNTG2	XM_054195752.1#SNTG2
KIF13A	XM_054190505.1#KIF13A
LOC128915837	XM_054216658.1#LOC128915837
PCBP3	XM_054208117.1#PCBP3
MRPL49	XM_054183963.1#MRPL49
LOC128917767	XM_054221198.1#LOC128917767
RWDD4	XM_054202490.1#RWDD4
UNC45B	XM_054208295.1#UNC45B
MARCHF4	XM_054209242.1#MARCHF4
SEPTIN3	XM_054212617.1#SEPTIN3
SERINC3	XM_054218913.1#SERINC3
SNX22	XM_054213574.1#SNX22
KIF21B	XM_054181408.1#KIF21B
PPP3CB	XM_054205055.1#PPP3CB
LOC128919643	XM_054225036.1#LOC128919643
C2CD5	XM_054207225.1#C2CD5
TMED1	XM_054183536.1#TMED1
PIEZO2	XM_054192472.1#PIEZO2
CDH26	XM_054218530.1#CDH26
SUMF2	XM_054209763.1#SUMF2
HNF4G	XM_054192334.1#HNF4G
MARK3	XM_054201304.1#MARK3
PTP4A2	XM_054223946.1#PTP4A2
LOC128911112	XM_054205394.1#LOC128911112
DLG1	XM_054207244.1#DLG1
BMAL2	XM_054201041.1#BMAL2
CYTH3	XM_054212678.1#CYTH3
INHBA	XM_054193320.1#INHBA
SLC24A2	XM_054185404.1#SLC24A2
REST	XM_054203103.1#REST
MICAL2	XM_054199197.1#MICAL2
KDM6A	XM_054212011.1#KDM6A
NUDT18	XM_054225064.1#NUDT18
GATAD2A	XM_054182252.1#GATAD2A
RIPPLY2	XM_054195926.1#RIPPLY2
KNG1	XM_054205196.1#KNG1
ARCN1	XM_054222929.1#ARCN1
LOC128906720	XM_054194499.1#LOC128906720
MRPL48	XM_054183075.1#MRPL48
LOC128911124	XM_054205441.1#LOC128911124
PPP2CA	XM_054217330.1#PPP2CA
XM_054180928.1	XM_054180928.1#LOC128900148
YTHDF2	XM_054223690.1#YTHDF2
XRN1	XM_054204467.1#XRN1
FANCI	XM_054214886.1#FANCI
DMRT3	XM_054185950.1#DMRT3
LOC128909413	XM_054201062.1#LOC128909413
SUPT7L	XM_054194075.1#SUPT7L
CEP83	XM_054204757.1#CEP83
CRACR2B	XM_054198816.1#CRACR2B
SLC25A26	XM_054216501.1#SLC25A26
EPS15	XM_054211636.1#EPS15
SVEP1	XM_054187053.1#SVEP1
FZD10	XM_054219601.1#FZD10
KCNS3	XM_054197241.1#KCNS3
TRPV4	XM_054219662.1#TRPV4
HENMT1	XM_054212216.1#HENMT1
LOC128903583	XM_054187598.1#LOC128903583
BLACAT1	XM_054181047.1#BLACAT1
ADCK2	XM_054193455.1#ADCK2
FOXC2	XM_054199780.1#FOXC2
LOC128903308	XM_054187325.1#LOC128903308
GOLGA2	XM_054220388.1#GOLGA2
RNF115	XM_054182543.1#RNF115
UST	XM_054195681.1#UST
WNK1	XM_054185024.1#WNK1
MRM3	XM_054208895.1#MRM3
WIPF2	XM_054187524.1#WIPF2
ITGA2	XM_054187081.1#ITGA2
SNX31	XM_054190921.1#SNX31
LGI3	XM_054225063.1#LGI3
PTPN13	XM_054203376.1#PTPN13
ZNF410	XM_054199265.1#ZNF410
NAA35	XM_054186819.1#NAA35
LOC128904635	XM_054189290.1#LOC128904635
GTF2IRD1	XM_054210175.1#GTF2IRD1
CDK13	XM_054192188.1#CDK13
NCOR2	XM_054220095.1#NCOR2
DOCK9	XM_054195844.1#DOCK9
SORBS1	XM_054205037.1#SORBS1
VPS36	XM_054215385.1#VPS36
LOC128905371	XM_054191392.1#LOC128905371
PIK3CG	XM_054223537.1#PIK3CG
LOC128908701	XM_054199408.1#LOC128908701
VEGFA	XM_054195934.1#VEGFA
C11H5orf24	XM_054216904.1#C11H5orf24
MSH3	XM_054186849.1#MSH3
DPT	XM_054207266.1#DPT
CNOT2	XM_054192617.1#CNOT2
GET4	XM_054212363.1#GET4
RBMS3	XM_054189954.1#RBMS3
AGAP1	XM_054209385.1#AGAP1
PTPN2	XM_054192893.1#PTPN2
PDE7B	XM_054197327.1#PDE7B
ATMIN	XM_054198271.1#ATMIN
AP1B1	XM_054219883.1#AP1B1
LOC128918398	XM_054222556.1#LOC128918398
ZNF618	XM_054220261.1#ZNF618
LIN52	XM_054201696.1#LIN52
LOC128904440	XM_054188773.1#LOC128904440
CLIC3	XM_054220576.1#CLIC3
MTFMT	XM_054214630.1#MTFMT
U2SURP	XM_054204918.1#U2SURP
ANXA6	XM_054217165.1#ANXA6
LOC128903550	XM_054187566.1#LOC128903550
ABRAXAS1	XM_054202014.1#ABRAXAS1
LOC128908642	XM_054199291.1#LOC128908642
YLPM1	XM_054197818.1#YLPM1
C4H11orf16	XM_054200678.1#C4H11orf16
FRS3	XM_054181329.1#FRS3
TXNDC9	XM_054188486.1#TXNDC9
QSER1	XM_054199331.1#QSER1
FAM107A	XM_054216623.1#FAM107A
LOC128901557	XM_054183637.1#LOC128901557
ZNF438	XM_054190370.1#ZNF438
PPARD	XM_054181390.1#PPARD
LOC128903457	XM_054187468.1#LOC128903457
MRPL47	XM_054207277.1#MRPL47
UCHL3	XM_054223777.1#UCHL3
RYR2	XM_054193730.1#RYR2
