SNX24	XM_046905304#SNX24
GTDC1	XM_025152235#GTDC1
THSD7B	XM_046944127#THSD7B
R3HDM1	XM_046944141#R3HDM1
R3HDM1	XM_046944136#R3HDM1
R3HDM1	XM_046944133#R3HDM1
R3HDM1	XM_046944134#R3HDM1
R3HDM1	XM_046944135#R3HDM1
R3HDM1	XM_046944131#R3HDM1
RAB3GAP1	XM_040704305#RAB3GAP1
ESYT3	XM_040703644#ESYT3
PARP9	XM_015289952#PARP9
KALRN	XM_015289985#KALRN
MYLK	XM_040703369#MYLK
MYLK	NM_001322361#MYLK
SLC15A2	XM_025152205#SLC15A2
SMARCAL1	XM_025152483#SMARCAL1
TNS1	XM_046943523#TNS1
USP37	XM_040703452#USP37
ANKZF1	XM_015290090#ANKZF1
ANKZF1	XM_040703835#ANKZF1
DNPEP	NM_001012919#DNPEP
RBMS1	XM_015289629#RBMS1
SLC4A10	XM_015289722#SLC4A10
SLC4A10	XM_015289724#SLC4A10
SLC4A10	XM_040703803#SLC4A10
BBS5	NM_001252031#BBS5
HAT1	NM_001396488#HAT1
HAT1	NM_001396489#HAT1
METAP1D	XM_421997#METAP1D
LNPK	XM_040704325#LNPK
LNPK	XM_046943783#LNPK
ZNF385B	XM_004942694#ZNF385B
RAPH1	XM_046943854#RAPH1
NRP2	XM_015289369#NRP2
NRP2	XM_015289370#NRP2
ADAM23	XM_015289429#ADAM23
METTL21A	NM_001277849#METTL21A
RFTN2	NM_001397853#RFTN2
SF3B1	XM_040703597#SF3B1
HECW2	XM_040703592#HECW2
DIP2A	XM_025152471#DIP2A
DIP2A	XM_015289226#DIP2A
YBEY	XM_025152420#YBEY
FTCD	XM_040703324#FTCD
AHR2	NM_001319008#AHR2
NDUFA10	XM_046943555#NDUFA10
HDAC4	XM_046943378#HDAC4
HDAC4	XM_046943381#HDAC4
LRRFIP1	XM_004942484#LRRFIP1
LRRFIP1	XM_046943809#LRRFIP1
LRRFIP1	XM_004942488#LRRFIP1
LRRFIP1	XM_004942490#LRRFIP1
FN1	XM_015289129#FN1
MAP2	XM_046943942#MAP2
MAP2	XM_040704109#MAP2
MAP2	XM_040704118#MAP2
MAP2	XM_040704112#MAP2
MAP2	XM_015289345#MAP2
ALDH18A1	XM_025151993#ALDH18A1
INPP5A	XM_015289008#INPP5A
JAKMIP3	XM_004942374#JAKMIP3
JAKMIP3	XM_004942373#JAKMIP3
JAKMIP3	XM_004942372#JAKMIP3
JAKMIP3	XM_015289013#JAKMIP3
JAKMIP3	XM_004942366#JAKMIP3
JAKMIP3	XM_004942369#JAKMIP3
JAKMIP3	XM_015289014#JAKMIP3
JAKMIP3	XM_004942364#JAKMIP3
MKI67	XM_040702658#MKI67
MKI67	XM_015289038#MKI67
C10orf90	XM_040702801#C10orf90
CTBP2	XM_040702809#CTBP2
CTBP2	XM_046943169#CTBP2
CTBP2	XM_046943168#CTBP2
TIAL1	XM_040702894#TIAL1
EMX2	XM_025152058#EMX2
ATRNL1	XM_025151794#ATRNL1
ATRNL1	XM_004942303#ATRNL1
TRUB1	XM_421776#TRUB1
DCLRE1A	XM_015288657#DCLRE1A
CFAP43	XM_046943328#CFAP43
NEURL1	NM_001012910#NEURL1
NEURL1	XM_040702437#NEURL1
CNNM2	XM_040702973#CNNM2
SFXN2	XM_046943305#SFXN2
KCNIP2	NM_204250#KCNIP2
KCNIP2	XM_015288539#KCNIP2
PPRC1	XM_015288783#PPRC1
LCOR	XM_015288789#LCOR
LCOR	XM_025151752#LCOR
GOLGA7B	XM_421706#GOLGA7B
PYROXD2	NM_001389514#PYROXD2
CNNM1	XM_046943181#CNNM1
ATP6V0E2	NM_001277387#ATP6V0E2
CUTC	NM_001397511#CUTC
DNMBP	XM_040703135#DNMBP
EXOC6	XM_015288616#EXOC6
EXOC6	XM_015288611#EXOC6
EXOC6	XM_040702420#EXOC6
HTR7	XM_040702416#HTR7
PANK1	XM_004942145#PANK1
FRMPD2	XM_040703161#FRMPD2
CYP2C23a	NM_001001616#CYP2C23a
NFKB2	XM_046942715#NFKB2
NFKB2	XM_046942714#NFKB2
TM9SF3	XM_015288468#TM9SF3
LOC100857573	XM_003641535#LOC100857573
VDAC2	XM_046942720#VDAC2
LRMDA	XM_040702701#LRMDA
RPS24	NM_001397500#RPS24
RPS24	NM_001277344#RPS24
LOC423719	XM_025151705#LOC423719
LOC423719	XM_025151706#LOC423719
SPOCK2	XM_015288241#SPOCK2
MCU	XM_015288227#MCU
TACR2	XM_040703216#TACR2
HNRNPH3	XM_040702385#HNRNPH3
PRKG1	XM_040702872#PRKG1
A1CF	XM_046943271#A1CF
RNLS	XM_015278676#RNLS
CHUK	XM_015278675#CHUK
CWF19L1	XM_004941985#CWF19L1
ARID5B	NM_001031220#ARID5B
RASGEF1A	XM_004941967#RASGEF1A
LDB3	XM_040702320#LDB3
LRFN5	XM_421485#LRFN5
FAM179B	XM_046942130#FAM179B
FAM179B	XM_046942133#FAM179B
NIN	XM_046942599#NIN
SAV1	XM_040701820#SAV1
MAP4K5	XM_046942602#MAP4K5
MAP4K5	XM_046942603#MAP4K5
TDRD9	XM_046942586#TDRD9
PPP1R13B	XM_015287839#PPP1R13B
MARK3	XM_004936366#MARK3
MARK3	XM_004936365#MARK3
MARK3	XM_004936362#MARK3
MARK3	XM_004936363#MARK3
MARK3	XM_004936361#MARK3
MARK3	XM_004936358#MARK3
MARK3	XM_004936360#MARK3
MARK3	XM_004936359#MARK3
MARK3	XM_004936355#MARK3
MARK3	XM_004936357#MARK3
MARK3	XM_004936354#MARK3
MOK	XM_025151257#MOK
MOK	XM_025151259#MOK
MOK	XM_040701272#MOK
WDR20	XM_004936334#WDR20
WDR20	XM_040701266#WDR20
PAPOLB	XM_046941449#PAPOLB
DICER1	XM_046941805#DICER1
SLC24A4	XM_004941876#SLC24A4
RPS6KA5	XM_025150780#RPS6KA5
RPS6KA5	XM_040701041#RPS6KA5
NRXN3	XM_040701032#NRXN3
NRXN3	XM_040701029#NRXN3
NRXN3	XM_015287443#NRXN3
NRXN3	NM_001271925#NRXN3
NRXN3	XM_040701031#NRXN3
NRXN3	NM_001271924#NRXN3
NRXN3	XM_040701027#NRXN3
GPATCH2L	XM_040701869#GPATCH2L
GPATCH2L	XM_015287706#GPATCH2L
ZC2HC1C	XM_004941808#ZC2HC1C
PGF	XM_040701858#PGF
AKAP6	XM_046942488#AKAP6
AKAP6	XM_015287643#AKAP6
NOVA1	XM_046941756#NOVA1
NOVA1	NM_001199713#NOVA1
DPH6	NM_001398404#DPH6
DPH6	NM_001398402#DPH6
LOC107053497	XM_046941970#LOC107053497
PLEKHH1	XM_040701540#PLEKHH1
EXD2	XM_025150718#EXD2
COX16	NM_001197057#COX16
SYNJ2BP	NM_001277788#SYNJ2BP
LOC428872	XM_004941668#LOC428872
DGKZ	NM_001031192#DGKZ
SPI1	NM_001389369#SPI1
RAPSN	XM_015286981#RAPSN
PRDM11	XM_040701998#PRDM11
LOC121113263	XM_040701790#LOC121113263
CTTN	XM_046941497#CTTN
TNKS1BP1	XM_040701758#TNKS1BP1
TMX2	XM_025151169#TMX2
CPT1A	XM_015286798#CPT1A
GAL	NM_001159678#GAL
PPP6R3	XM_040700876#PPP6R3
LRRC56	XM_040701710#LRRC56
RASSF7	XM_046942325#RASSF7
TOLLIP	XM_046941628#TOLLIP
TSPAN32	XM_004941440#TSPAN32
HPS5	XM_015286661#HPS5
TPH1	XM_040700695#TPH1
TUB	XM_025151384#TUB
TUB	XM_025151387#TUB
RIC3	XM_046941997#RIC3
LMO1	XM_015286496#LMO1
LMO1	XM_015286495#LMO1
LMO1	XM_015286494#LMO1
ADM	XM_015286460#ADM
AMPD3	XM_015286376#AMPD3
IRAG1	XM_046942264#IRAG1
QSER1	XM_015286155#QSER1
WT1	NM_001397548#WT1
ANO3	NM_001397933#ANO3
GAS2	XM_046941565#GAS2
NELL1	XM_015286237#NELL1
PRMT3	XM_015286189#PRMT3
NAV2	XM_015286245#NAV2
LOC107053361	XM_015286309#LOC107053361
CABP2	NM_001397518#CABP2
CABP2	XM_015286223#CABP2
CYB561A3	NM_001199574#CYB561A3
CCDC86	NM_001389523#CCDC86
LOC107049269	XM_040701435#LOC107049269
KDM2A	XM_015272624#KDM2A
LOC430422	XM_046940393#LOC430422
LOC430422	XM_046940392#LOC430422
LOC430422	XM_046940386#LOC430422
LOC430422	XM_046940390#LOC430422
CCDC142	XM_015273140#CCDC142
DCTN1	XM_040699081#DCTN1
IDH3B	XM_046940298#IDH3B
RAB11FIP5	XM_015286058#RAB11FIP5
NOTO	NM_001396848#NOTO
SLC4A11	XM_025150090#SLC4A11
LOC422929	XM_046940656#LOC422929
ST3GAL5	XM_015285891#ST3GAL5
SPON2	XM_004936233#SPON2
CTBP1	XM_046940242#CTBP1
CTBP1	XM_046940241#CTBP1
CTBP1	XM_046940236#CTBP1
CTBP1	XM_046940240#CTBP1
MXD4	XM_015285898#MXD4
SH3BP2	XM_046940214#SH3BP2
RGS12	XM_046940659#RGS12
RGS12	XM_040699318#RGS12
RGS12	XM_046940660#RGS12
ACOX3	XM_046940754#ACOX3
TBC1D14	XM_046940199#TBC1D14
MAN2B2	XM_046940670#MAN2B2
SLC2A9	XM_420789#SLC2A9
NKX3-2	NM_204137#NKX3-2
BST1	XM_015285755#BST1
PROM1	XM_004936154#PROM1
KCNIP4	XM_046939872#KCNIP4
KCNIP4	NM_001396136#KCNIP4
STIM2	XM_004936132#STIM2
TBC1D1	XM_046940290#TBC1D1
TBC1D1	XM_046940288#TBC1D1
RFC1	XM_040699020#RFC1
RFC1	XM_015285652#RFC1
RFC1	XM_015285650#RFC1
APBB2	XM_004936104#APBB2
ATP8A1	XM_004936074#ATP8A1
ATP8A1	XM_040699788#ATP8A1
COMMD8	XM_046940183#COMMD8
SLAIN2	XM_015285504#SLAIN2
USP46	XM_004936029#USP46
DLC1	XM_004936011#DLC1
SGCZ	XM_040699476#SGCZ
SGCZ	XM_040699475#SGCZ
MTUS1	XM_004935996#MTUS1
MTUS1	XM_004935997#MTUS1
MTUS1	XM_015285556#MTUS1
PCM1	NM_204531#PCM1
MANBA	XM_040699899#MANBA
DAPP1	XM_040699077#DAPP1
PDLIM5	NM_001389433#PDLIM5
PDLIM5	XM_040698992#PDLIM5
PDLIM5	NM_001389430#PDLIM5
ALPK1	XM_040699401#ALPK1
SYNPO2	XM_040699207#SYNPO2
PDE5A	NM_001398116#PDE5A
PDE5A	NM_001398114#PDE5A
NDNF	XM_046940404#NDNF
QRFPR	XM_015276274#QRFPR
RASSF6	XM_040699750#RASSF6
RASSF6	XM_046940828#RASSF6
RUFY3	XM_040699739#RUFY3
SHROOM3	XM_004941164#SHROOM3
GPAT3	XM_046940138#GPAT3
HPGD	XM_040698934#HPGD
DCTD	XM_025149633#DCTD
STOX2	XM_040699645#STOX2
GRID2	XM_046940760#GRID2
HERC3	XM_040698922#HERC3
FBXW7	NM_001397789#FBXW7
FBXW7	NM_001349722#FBXW7
SLC10A7	XM_015276184#SLC10A7
ZNF827	XM_040700273#ZNF827
OTUD4	XM_040700283#OTUD4
INPP4B	XM_046941277#INPP4B
IL15	XM_025149492#IL15
CLGN	XM_046940472#CLGN
CLGN	XM_040699528#CLGN
ELF2	XM_004940937#ELF2
CLCN3	XM_004940929#CLCN3
CLCN3	XM_004940930#CLCN3
MFAP3L	XM_040699541#MFAP3L
MFAP3L	XM_040699540#MFAP3L
PALLD	XM_040699537#PALLD
TLL1	NM_001397470#TLL1
TLL1	XM_015285274#TLL1
MARCH1	XM_004940913#MARCH1
FNIP2	XM_004940908#FNIP2
FNIP2	XM_015285329#FNIP2
GRIA2	XM_015285277#GRIA2
IDS	NM_001277660#IDS
TBC1D8B	XM_015278641#TBC1D8B
RNF128	XM_004940850#RNF128
LONRF3	XM_004940846#LONRF3
LONRF3	XM_025149880#LONRF3
LAMP2	NM_001397756#LAMP2
C1GALT1C1	XM_015278296#C1GALT1C1
GRIA3	XM_015278198#GRIA3
VBP1	NM_001397116#VBP1
USP12-like	XM_046940031#USP12-like
KLF8	XM_015278567#KLF8
PCDH11X	XM_015278495#PCDH11X
INTS6L	XM_015278459#INTS6L
INTS6L	XM_015278458#INTS6L
SLC6A14	XM_015278436#SLC6A14
GDPD2	XM_040700060#GDPD2
DLG3	XM_015278422#DLG3
GCNA	XM_025150071#GCNA
F8	XM_420193#F8
DRP2	XM_040700012#DRP2
DRP2	XM_015278392#DRP2
SHROOM4	XM_015278366#SHROOM4
SHROOM4	XM_015278367#SHROOM4
EVA1CL	XM_025150330#EVA1CL
TSC22D4	NM_001389449#TSC22D4
TSC22D4	XM_040699103#TSC22D4
AIFM1	NM_001007490#AIFM1
RAB41	XM_015278354#RAB41
RAB41	XM_040699985#RAB41
RAB41	XM_040699984#RAB41
STARD8	XM_040699972#STARD8
STARD8	XM_040699970#STARD8
FDX1B	XM_420169#FDX1B
EVA1A	XM_046939292#EVA1A
CD2AP	XM_040697331#CD2AP
CD2AP	XM_015285165#CD2AP
HMBOX1	XM_046938972#HMBOX1
HMBOX1	XM_046938967#HMBOX1
HMBOX1	XM_025148798#HMBOX1
HMBOX1	XM_015285121#HMBOX1
SCARA3	XM_040698079#SCARA3
CCDC25	XM_046939428#CCDC25
ASXL2	XM_015285100#ASXL2
DTNB	XM_040698049#DTNB
DTNB	XM_015285233#DTNB
DTNB	XM_040698055#DTNB
DTNB	XM_040698056#DTNB
DTNB	XM_040698057#DTNB
DTNB	XM_040698059#DTNB
DTNB	XM_046939421#DTNB
ABHD1	XM_015285025#ABHD1
LOC421982	XM_419992#LOC421982
TP53I3	XM_040698017#TP53I3
KLHL29	XM_046939386#KLHL29
PUM2	XM_015284969#PUM2
LPIN1	XM_040697903#LPIN1
LPIN1	XM_046939232#LPIN1
C2orf50	XM_004935761#C2orf50
ITGB1BP1	XM_046938927#ITGB1BP1
TSSC1	NM_001031088#TSSC1
FBXO25	XM_046939166#FBXO25
FBXO25	XM_046939165#FBXO25
MLIP	XM_040697433#MLIP
MLIP	XM_025149206#MLIP
LGSN	XM_046939001#LGSN
PHF3	XM_040698534#PHF3
COL19A1	XM_004940448#COL19A1
B3GAT2	NM_001398149#B3GAT2
RIMS1	XM_046939700#RIMS1
HMGN2P46	XM_015284632#HMGN2P46
DOPEY2	XM_015284720#DOPEY2
DOPEY2	XM_046939066#DOPEY2
SNAP91	XM_040697291#SNAP91
ZNF292	XM_419852#ZNF292
KLHL32	XM_040697933#KLHL32
KLHL32	XM_046939258#KLHL32
ATG5	XM_040697156#ATG5
AIM1	XM_040697681#AIM1
BEND3	XM_040697678#BEND3
METTL24	XM_040698320#METTL24
SLC22A16	XM_046939600#SLC22A16
NT5DC1	XM_025148909#NT5DC1
DCBLD1	XM_419767#DCBLD1
ASF1A	XM_046939010#ASF1A
RNF217	XM_040697501#RNF217
ECHDC1	XM_040697322#ECHDC1
C6orf58	XM_419749#C6orf58
EPB41L2	XM_040697458#EPB41L2
IL22RA2	XM_025149286#IL22RA2
CCDC28A	XM_040698378#CCDC28A
REPS1	XM_046938847#REPS1
PHACTR2	XM_040698478#PHACTR2
PHACTR2	XM_040698473#PHACTR2
PHACTR2	XM_015284204#PHACTR2
SYNJ2	XM_015284215#SYNJ2
TIAM2	XM_046938841#TIAM2
TIAM2	XM_025148727#TIAM2
TIAM2	XM_046938838#TIAM2
IPCEF1	XM_015284255#IPCEF1
MTRF1L	XM_040697876#MTRF1L
CCDC170	XM_046939037#CCDC170
KATNA1	XM_015284070#KATNA1
PPIL4	XM_046939177#PPIL4
UST	XM_015284277#UST
UTRN	XM_015284311#UTRN
UTRN	XM_015284310#UTRN
RHOU	XM_015284392#RHOU
SLC35F3	XM_015284407#SLC35F3
CHRM3	NM_205399#CHRM3
RGS7	XM_046938439#RGS7
CEP170	XM_040697401#CEP170
CEP170	XM_040697398#CEP170
CEP170	XM_040697395#CEP170
CEP170	XM_015283969#CEP170
BIRC6	XM_040698541#BIRC6
BIRC6	XM_040698544#BIRC6
BIRC6	XM_040698542#BIRC6
SLC35B2	XM_015283782#SLC35B2
BTBD9	NM_001008459#BTBD9
GLP1R	NM_001135551#GLP1R
KCNK5	XM_015283798#KCNK5
TTC7A	NM_001396803#TTC7A
TTC7A	XM_015283703#TTC7A
EML4	XM_001233826#EML4
LPGAT1	XM_015283666#LPGAT1
TMEM206	XM_046939651#TMEM206
RPS6KC1	XM_046939647#RPS6KC1
FBXO28	XM_015283908#FBXO28
NVL	NM_001079576#NVL
WDR26	XM_040698253#WDR26
GPCPD1	XM_046938760#GPCPD1
MORN2	NM_001302147#MORN2
CNPY3	XM_015283549#CNPY3
PTCRA	XM_003640926#PTCRA
TTBK1	XM_040696926#TTBK1
TTBK1	XM_040696927#TTBK1
HAO1	XM_046938612#HAO1
NDUFAF5	XM_025148612#NDUFAF5
MEIS1	XM_015278041#MEIS1
SERTAD2	XM_046938697#SERTAD2
MSH2	XM_015278122#MSH2
ALK	XM_025148915#ALK
CAPN14	XM_040697497#CAPN14
FSHR	XM_040696841#FSHR
FSHR	XM_040696843#FSHR
NRXN1	XM_025148515#NRXN1
NRXN1	NM_001397464#NRXN1
NRXN1	XM_015278037#NRXN1
NRXN1	NM_001397463#NRXN1
NRXN1	NM_001198976#NRXN1
RIN2	XM_040697768#RIN2
CFAP61	XM_046939341#CFAP61
BCL2L11	XM_025148907#BCL2L11
RTN4	XM_015283346#RTN4
RTN4	NM_001277087#RTN4
RTN4	XM_015283345#RTN4
RTN4	XM_015283344#RTN4
PUS10	XM_040696974#PUS10
BCL11A	XM_040696977#BCL11A
CCDC85A	XM_015283318#CCDC85A
PPP4R3B	XM_004940109#PPP4R3B
PPP4R3B	XM_046939682#PPP4R3B
NRBP2	XM_025148235#NRBP2
NRBP2	XM_040696224#NRBP2
MAPK15	XM_004940096#MAPK15
MAPK15	XM_040696168#MAPK15
PYCRL	XM_040696089#PYCRL
EEF1D	XM_025148203#EEF1D
EEF1D	XM_025148205#EEF1D
LOC121110015	XM_046926912#LOC121110015
PTK2	XM_046919398#PTK2
PTK2	XM_046919276#PTK2
PTK2	XM_046919288#PTK2
PTK2	XM_046919291#PTK2
PTK2	XM_046919298#PTK2
PTK2	XM_046919302#PTK2
PTK2	XM_046919313#PTK2
PTK2	XM_046919300#PTK2
PTK2	XM_046919308#PTK2
EFR3A	XM_418436#EFR3A
ASAP1	XM_040690874#ASAP1
ENPP2	XM_015283033#ENPP2
NUDCD1	XM_040694623#NUDCD1
TRHR	XM_046918538#TRHR
OXR1	XM_040695435#OXR1
OXR1	XM_040695434#OXR1
OXR1	XM_040695427#OXR1
OXR1	XM_040695421#OXR1
RIMS2	XM_015282988#RIMS2
RRM2B	XM_418364#RRM2B
SPAG1	XM_040696360#SPAG1
VPS13B	XM_046937953#VPS13B
VPS13B	XM_025148060#VPS13B
VPS13B	XM_040695919#VPS13B
NDUFAF6	XM_040695896#NDUFAF6
NDUFAF6	XM_025148049#NDUFAF6
DPY19L4	XM_040695891#DPY19L4
CA3A	XM_040678115#CA3A
RALYL	XM_046920066#RALYL
RALYL	XM_046919994#RALYL
TPD52	XM_015282835#TPD52
ZC2HC1A	XM_040695790#ZC2HC1A
ZC2HC1A	XM_040695789#ZC2HC1A
PDE7A	XM_422982#PDE7A
PDE7A	XM_004939883#PDE7A
UBXN2B	NM_001396701#UBXN2B
RGS20	XM_015282661#RGS20
UBE2V2	NM_001396688#UBE2V2
LOC421106	XM_025147954#LOC421106
MAPRE2	XM_046925271#MAPRE2
MAPRE2	XM_040685299#MAPRE2
ASXL3	XM_040695446#ASXL3
ASXL3	XM_040695443#ASXL3
ASXL3	XM_040695444#ASXL3
AQP4	NM_001004765#AQP4
KCTD1	XM_015277999#KCTD1
KCTD1	XM_046936106#KCTD1
KCTD1	XM_015277996#KCTD1
OSBPL1A	XM_025147900#OSBPL1A
THOC1	NM_001321610#THOC1
THOC1	NM_001321609#THOC1
MYOM1	NM_204959#MYOM1
NAPG	XM_040687771#NAPG
LDLRAD4	XM_015282456#LDLRAD4
LDLRAD4	XM_015282457#LDLRAD4
LDLRAD4	XM_040685038#LDLRAD4
CDH7	XM_040674141#CDH7
PARD6G	XM_015282411#PARD6G
MOCOS	XM_040695502#MOCOS
CTNND2	XM_015282260#CTNND2
CTNND2	XM_015282258#CTNND2
DNAH5	XM_040695761#DNAH5
FBXL7	XM_040695847#FBXL7
FAM134B	XM_004935100#FAM134B
KIAA1468	XM_046937799#KIAA1468
FARS2	XM_040696299#FARS2
RREB1	XM_015275839#RREB1
PHACTR1	XM_046917505#PHACTR1
C2H6orf52	XM_040683762#C2H6orf52
JARID2	XM_046924133#JARID2
TPMT	XM_418921#TPMT
KDM1B	XM_015275951#KDM1B
KIAA0319	XM_025147640#KIAA0319
NFATC1	XM_015275941#NFATC1
ADNP2	XM_046938107#ADNP2
EZH2	XM_015275910#EZH2
TPK1	XM_025147592#TPK1
PSMA2	NM_001012860#PSMA2
LRRFIP2	XM_040688762#LRRFIP2
LRRFIP2	XM_015281652#LRRFIP2
LRRFIP2	XM_015281646#LRRFIP2
LRRFIP2	XM_015281651#LRRFIP2
LRRFIP2	XM_046938150#LRRFIP2
ELMO1	XM_015281546#ELMO1
GPR141	XM_015281687#GPR141
GPR141	XM_004939529#GPR141
STAC	XM_015281697#STAC
SLC25A38	XM_025147518#SLC25A38
FYCO1	XM_015281580#FYCO1
TMEM108	XM_418792#TMEM108
ACKR4	XM_025147497#ACKR4
CAPN7	XM_015281764#CAPN7
CAPN7	XM_040694601#CAPN7
EOMES	XM_426003#EOMES
SLC4A7	XM_040696261#SLC4A7
NR1D2	NM_205205#NR1D2
NKIRAS1	XM_040696257#NKIRAS1
PLCL2	XM_040696661#PLCL2
CHN2	XM_046932420#CHN2
HOXA6	NM_001398309#HOXA6
HOXA3	NM_001398205#HOXA3
C7orf31	XM_025147436#C7orf31
NUP42	NM_001397736#NUP42
NUP42	XM_040681678#NUP42
NUP42	XM_046922802#NUP42
NUP42	XM_046922787#NUP42
ITGB8	XM_003640686#ITGB8
ITGB8	XM_046933080#ITGB8
CYP51A1	XM_046934366#CYP51A1
ADAM22	XM_040693038#ADAM22
ADAM22	XM_015281978#ADAM22
ADAM22	XM_040693054#ADAM22
ADAM22	XM_015281971#ADAM22
DBF4	XM_040695696#DBF4
DBF4	XM_040695698#DBF4
DBF4	XM_040695697#DBF4
MRC1	NM_001397660#MRC1
NEBL	XM_046917593#NEBL
ARHGAP21	XM_015281380#ARHGAP21
MYO3A	XM_025148369#MYO3A
ABI1	XM_040680795#ABI1
ABI1	XM_040680733#ABI1
ABI1	XM_040680692#ABI1
ABI1	XM_040680660#ABI1
ABI1	XM_040680784#ABI1
ABI1	XM_040680752#ABI1
ABI1	XM_040680713#ABI1
ABI1	XM_040680670#ABI1
ABI1	XM_040680755#ABI1
ABI1	XM_040680723#ABI1
ABI1	XM_040680681#ABI1
ABI1	NM_001039281#ABI1
MKX	XM_040695886#MKX
KIAA1462	XM_025148359#KIAA1462
SVIL	XM_040693908#SVIL
SVIL	XM_040693924#SVIL
ZNF438	XM_040693791#ZNF438
ZEB1	XM_015281304#ZEB1
ZEB1	NM_205131#ZEB1
CUL2	XM_046921738#CUL2
CUL2	XM_015281337#CUL2
CREM	XM_046917423#CREM
CREM	XM_046917416#CREM
KLF6	XM_046921718#KLF6
PFKP	NM_001389315#PFKP
PRKAG2	XM_015281206#PRKAG2
XIRP1	XM_015281203#XIRP1
ALS2L	XM_004939095#ALS2L
LOC769510	XM_004939084#LOC769510
LOC769510	XM_046933922#LOC769510
VIPR1	XM_015281047#VIPR1
DHX30	XM_015281064#DHX30
MAP4	XM_040696476#MAP4
MAP4	XM_015281168#MAP4
MAP4	XM_040696477#MAP4
MAP4	XM_040696482#MAP4
MAP4	XM_040696475#MAP4
SLC4A2	NM_204963#SLC4A2
ASB10	XM_004939028#ASB10
LOC769317	XM_004949807#LOC769317
LOC100857813	XM_003643149#LOC100857813
STIM1	NM_001030838#STIM1
SPCS2	XM_417247#SPCS2
EMSY	XM_040647506#EMSY
EMSY	XM_040647511#EMSY
NDUFC2	NM_001396995#NDUFC2
SYTL2	XM_424045#SYTL2
DLG2	XM_004938918#DLG2
TMEM135	XM_040648155#TMEM135
NOX4	XM_040700426#NOX4
DCUN1D5	XM_046899532#DCUN1D5
GRIA4	XM_015277725#GRIA4
AASDHPPT	XM_046942016#AASDHPPT
ALKBH8	XM_025146867#ALKBH8
ALKBH8	XM_004938826#ALKBH8
SLC35F2	XM_046898252#SLC35F2
EXPH5	XM_004938824#EXPH5
SGCG	XM_046902167#SGCG
SPATA13	XM_015279147#SPATA13
ATP8A2	XM_025146850#ATP8A2
RNF6	XM_004938787#RNF6
RNF6	XM_004938786#RNF6
PAN3	XM_015278710#PAN3
PAN3	XM_015278716#PAN3
PAN3	XM_015278725#PAN3
KATNAL1	XM_004938766#KATNAL1
N4BP2L2	XM_025146830#N4BP2L2
STARD13	XM_025146829#STARD13
STARD13	XM_015278510#STARD13
RFC3	XM_015277830#RFC3
DCLK1	XM_015277820#DCLK1
CCDC169	XM_040703640#CCDC169
PROSER1	XM_004938742#PROSER1
TSC22D1	XM_015275309#TSC22D1
TSC22D1	XM_046912472#TSC22D1
TSC22D1	NM_001397703#TSC22D1
BORA	XM_015275815#BORA
BORA	XM_040701871#BORA
UCHL3	XM_046905161#UCHL3
KCTD12	XM_015277167#KCTD12
MYCBP2	XM_040706448#MYCBP2
MYCBP2	XM_015277245#MYCBP2
RNF219	XM_040651581#RNF219
UGGT2	XM_015274455#UGGT2
UGGT2	XM_040699570#UGGT2
MBNL2	XM_046941275#MBNL2
MBNL2	XM_046941286#MBNL2
MBNL2	NM_001163371#MBNL2
FARP1	XM_025150170#FARP1
ERCC5	XM_015274521#ERCC5
FAM155A	XM_001231424#FAM155A
NAXD	XM_004938537#NAXD
NAXD	XM_015277874#NAXD
LOC771012	XM_040662537#LOC771012
CUL4A	XM_040662535#CUL4A
LOC776067	XM_046906276#LOC776067
LIMS1	NM_001397904#LIMS1
LIMS1	NM_001397903#LIMS1
IL1RL2	XM_025146651#IL1RL2
GABRB3	NM_205346#GABRB3
STAG3	XM_015277703#STAG3
AKAP17A	XM_040698974#AKAP17A
LOC101750509	XM_025146617#LOC101750509
PNPLA4	XM_040698954#PNPLA4
ARHGAP6	XM_040662377#ARHGAP6
GLRA2	XM_040655180#GLRA2
AP1S2	XM_015273190#AP1S2
CDKL5	XM_015272943#CDKL5
CDKL5	XM_015272909#CDKL5
SAT1	XM_046940402#SAT1
ZFX	XM_015272507#ZFX
PCYT1B	XM_015302709#PCYT1B
PCYT1B	XM_015302703#PCYT1B
PCYT1B	XM_015302682#PCYT1B
DMD	XM_046919690#DMD
DMD	XM_046919670#DMD
DMD	XM_046919779#DMD
NDUFV3	XM_015300381#NDUFV3
NDUFV3	NM_001199171#NDUFV3
NDUFV3	NM_001199170#NDUFV3
PRDM15	XM_015301067#PRDM15
TTC3	XM_046905655#TTC3
HLCS	XM_015301496#HLCS
CRYZL1	XM_416714#CRYZL1
CRYZL1	XM_025145099#CRYZL1
IFNAR1	XM_015299276#IFNAR1
TIAM1	XM_025144990#TIAM1
ADAMTS1	XM_015299177#ADAMTS1
JAM2	XM_046940228#JAM2
LIPI	XM_416675#LIPI
GBE1	XM_015298431#GBE1
PDZK1P1	XM_046912960#PDZK1P1
ACP6	XM_015296397#ACP6
ACP6	NM_001278076#ACP6
RCSD1	XM_040698296#RCSD1
CRYBG3	XM_025144510#CRYBG3
ARL6	XM_046940065#ARL6
ARL6	XM_046940057#ARL6
ARL13B	XM_015297922#ARL13B
TMPRSS7	XM_040667191#TMPRSS7
BBX	XM_025144175#BBX
BBX	XM_040647606#BBX
