LOC135326608	XM_064504424.1#LOC135326608
MDK	XM_026107528.2#MDK
MDK	XM_064512666.1#MDK
DGKZ	XM_064512663.1#DGKZ
DGKZ	XM_064512662.1#DGKZ
DGKZ	XM_064512661.1#DGKZ
DGKZ	XM_064512659.1#DGKZ
DGKZ	XM_026107523.2#DGKZ
MGA	XM_064512607.1#MGA
CDAN1	XM_064512580.1#CDAN1
PLEKHH1	XM_064512487.1#PLEKHH1
YLPM1	XM_064512310.1#YLPM1
MLH3	XM_026120334.2#MLH3
NEK9	XM_026120382.2#NEK9
TTLL5	XM_064512290.1#TTLL5
SLC24A4	XM_064512162.1#SLC24A4
PAPOLA	XM_064512108.1#PAPOLA
WDR20	XM_026111309.2#WDR20
MARK3	XM_064512036.1#MARK3
CKB	XM_026111329.2#CKB
PPP1R13B	XM_064512023.1#PPP1R13B
KIF26A	XM_064512020.1#KIF26A
SYT16	XM_064511934.1#SYT16
SYT16	XM_064511938.1#SYT16
SYT16	XM_064511933.1#SYT16
DLGAP5	XM_064511863.1#DLGAP5
SAMD4A	XM_064511855.1#SAMD4A
SAMD4A	XM_064511853.1#SAMD4A
NIN	XM_064511823.1#NIN
MAP4K5	XM_064511813.1#MAP4K5
MAP4K5	XM_064511812.1#MAP4K5
PRPF39	XM_064511793.1#PRPF39
LRFN5	XM_064511789.1#LRFN5
DCTN1	XM_026118079.2#DCTN1
VAX2	XM_064511704.1#VAX2
NAGK	XM_064511691.1#NAGK
DYSF	XM_064511686.1#DYSF
DYSF	XM_064511688.1#DYSF
EXOC6B	XM_064511676.1#EXOC6B
EXOC6B	XM_064511674.1#EXOC6B
RAB11FIP5	XM_064511662.1#RAB11FIP5
RAB11FIP5	XM_064511660.1#RAB11FIP5
SMYD5	XM_026121817.2#SMYD5
ALMS1	XM_026121776.2#ALMS1
ALMS1	XM_026121779.2#ALMS1
RNF24	XM_064511627.1#RNF24
LOC112990752	XM_026112687.2#LOC112990752
LOC112990768	XM_064511591.1#LOC112990768
ST3GAL5	XM_064511583.1#ST3GAL5
SPON2	XM_026112793.2#SPON2
CTBP1	XM_064511569.1#CTBP1
CTBP1	XM_064511567.1#CTBP1
CTBP1	XM_026112676.2#CTBP1
MAEA	XM_064511563.1#MAEA
MAEA	XM_026112705.2#MAEA
MXD4	XM_026112692.2#MXD4
DOK7	XM_026121939.2#DOK7
CC2D2A	XM_064511414.1#CC2D2A
CC2D2A	XM_026121944.2#CC2D2A
CC2D2A	XM_026121945.2#CC2D2A
KCNIP4	XM_064511360.1#KCNIP4
LOC112979471	XM_064511290.1#LOC112979471
KLHL5	XM_064511278.1#KLHL5
RBM47	XM_064511243.1#RBM47
ATP8A1	XM_064511209.1#ATP8A1
ATP8A1	XM_026093658.2#ATP8A1
GABRB1	XM_026093587.2#GABRB1
CWH43	XM_064511169.1#CWH43
USP46	XM_064511161.1#USP46
CEP135	XM_026093770.2#CEP135
STOX2	XM_064511021.1#STOX2
CEP44	XM_064510981.1#CEP44
CLCN3	XM_026122894.2#CLCN3
CLCN3	XM_026122892.2#CLCN3
MARCHF1	XM_064510927.1#MARCHF1
FNIP2	XM_026120162.2#FNIP2
FNIP2	XM_026120161.2#FNIP2
GRIA2	XM_026120209.2#GRIA2
LOC112995294	XM_064510866.1#LOC112995294
SLC10A7	XM_064510781.1#SLC10A7
IL15	XM_064510747.1#IL15
LOC112986702	XM_064510726.1#LOC112986702
ELF2	XM_064510719.1#ELF2
LARP1B	XM_064510689.1#LARP1B
BLTP1	XM_064510661.1#BLTP1
TRPC3	XM_064510653.1#TRPC3
NDNF	XM_064510642.1#NDNF
PDE5A	XM_064510636.1#PDE5A
LARP7	XM_026101724.2#LARP7
DNAJB14	XM_026109044.2#DNAJB14
SCARB2	XM_026103515.2#SCARB2
RUFY3	XM_064510428.1#RUFY3
RASSF6	XM_026108660.2#RASSF6
PAQR3	XM_026103368.2#PAQR3
TMEM150C	XM_064510335.1#TMEM150C
TMEM150C	XM_064510337.1#TMEM150C
ABRAXAS1	XM_064510327.1#ABRAXAS1
LOC112990440	XM_026112147.2#LOC112990440
PURG	XM_026116340.2#PURG
INTS10	XM_026116690.2#INTS10
INTS10	XM_026116692.2#INTS10
INTS10	XM_026116691.2#INTS10
INTS10	XM_026116693.2#INTS10
MORN2	XM_064510092.1#MORN2
CCDC85A	XM_064510047.1#CCDC85A
VRK2	XM_064510043.1#VRK2
REL	XM_064510035.1#REL
PUS10	XM_026094673.2#PUS10
USP34	XM_026094585.2#USP34
FAM161A	XM_064510022.1#FAM161A
WDR26	XM_026094591.2#WDR26
GALNT14	XM_064509923.1#GALNT14
CNPY3	XM_026104174.2#CNPY3
TTBK1	XM_064509827.1#TTBK1
CCDC88A	XM_064509745.1#CCDC88A
CCDC88A	XM_064509744.1#CCDC88A
CCDC88A	XM_064509743.1#CCDC88A
ESRRG	XM_026102348.2#ESRRG
ESRRG	XM_064509688.1#ESRRG
BATF3	XM_026110611.2#BATF3
RCOR3	XM_064509645.1#RCOR3
RCOR3	XM_064509644.1#RCOR3
MRPS10	XM_026123276.2#MRPS10
EML4	XM_064509596.1#EML4
RHOQ	XM_064509564.1#RHOQ
TTC7A	XM_026121175.2#TTC7A
TTC7A	XM_026121174.2#TTC7A
KCNK5	XM_026122992.2#KCNK5
MEMO1	XM_064509426.1#MEMO1
LOC112984641	XM_026102658.2#LOC112984641
RGS7	XM_064509374.1#RGS7
CHRM3	XM_064509352.1#CHRM3
UNC93A	XM_026117316.2#UNC93A
DYNLT2	XM_064509295.1#DYNLT2
COG2	XM_064509268.1#COG2
SLC35F3	XM_064509244.1#SLC35F3
PDE10A	XM_064509225.1#PDE10A
PNLDC1	XM_064509213.1#PNLDC1
UTRN	XM_064509196.1#UTRN
UTRN	XM_064509200.1#UTRN
UTRN	XM_064509198.1#UTRN
PPIL4	XM_064509174.1#PPIL4
NUP43	XM_064509168.1#NUP43
AKAP12	XM_026122187.2#AKAP12
IPCEF1	XM_026122201.2#IPCEF1
TULP4	XM_064509097.1#TULP4
TMEM181	XM_026119475.2#TMEM181
PHACTR2	XM_026121219.2#PHACTR2
REPS1	XM_064509059.1#REPS1
REPS1	XM_026121599.2#REPS1
MAP7	XM_026120115.2#MAP7
MYB	XM_064509014.1#MYB
MYB	XM_064509011.1#MYB
MYB	XM_064509009.1#MYB
NT5DC1	XM_064508902.1#NT5DC1
ATG5	XM_064508841.1#ATG5
ATG5	XM_064508842.1#ATG5
MRAP2	XM_064508739.1#MRAP2
HMGN3	XM_064508696.1#HMGN3
FAM135A	XM_064508641.1#FAM135A
FAM135A	XM_064508640.1#FAM135A
MLIP	XM_026103046.2#MLIP
CD2AP	XM_026108697.2#CD2AP
PLA2G7	XM_064508320.1#PLA2G7
SUPT3H	XM_064508311.1#SUPT3H
TFAP2B	XM_026093821.2#TFAP2B
GATA4	XM_064508285.1#GATA4
HMBOX1	XM_064508278.1#HMBOX1
HMBOX1	XM_064508269.1#HMBOX1
HMBOX1	XM_064508274.1#HMBOX1
HMBOX1	XM_064508272.1#HMBOX1
HMBOX1	XM_064508271.1#HMBOX1
HMBOX1	XM_064508270.1#HMBOX1
DNMT3A	XM_064508180.1#DNMT3A
EIF2B4	XM_064508128.1#EIF2B4
ZNF512	XM_064508111.1#ZNF512
TOP1MT	XM_026113693.2#TOP1MT
ASAP1	XM_064507875.1#ASAP1
ASAP1	XM_064507871.1#ASAP1
ASAP1	XM_064507872.1#ASAP1
TATDN1	XM_064507857.1#TATDN1
TRPS1	XM_064507819.1#TRPS1
TRHR	XM_026099712.2#TRHR
VPS13B	XM_064507675.1#VPS13B
VPS13B	XM_064507676.1#VPS13B
OXR1	XM_026119611.2#OXR1
PCMTD1	XM_064507557.1#PCMTD1
NKAIN3	XM_064507480.1#NKAIN3
CSPP1	XM_064507438.1#CSPP1
CPA6	XM_026115240.2#CPA6
AQP4	XM_026095955.2#AQP4
DLGAP1	XM_064507247.1#DLGAP1
ANKRD12	XM_064507211.1#ANKRD12
CEP76	XM_026094358.2#CEP76
LDLRAD4	XM_064507164.1#LDLRAD4
LOC112987308	XM_026107138.2#LOC112987308
FBXO15	XM_026112907.2#FBXO15
FBXO15	XM_026112905.2#FBXO15
ECI2	XM_026114834.2#ECI2
FARS2	XM_026114905.2#FARS2
EEF1E1	XM_026114853.2#EEF1E1
HIVEP1	XM_064507045.1#HIVEP1
LOC112985844	XM_064507033.1#LOC112985844
LOC112985844	XM_064507034.1#LOC112985844
ID4	XM_064506970.1#ID4
DCDC2	XM_064506962.1#DCDC2
KIAA0319	XM_064506945.1#KIAA0319
BLOC1S4	XM_064506932.1#BLOC1S4
ADNP2	XM_026115691.2#ADNP2
NFATC1	XM_064506912.1#NFATC1
RELCH	XM_064506901.1#RELCH
OTULIN	XM_064506866.1#OTULIN
OTULIN	XM_026121858.2#OTULIN
CTNND2	XM_064506858.1#CTNND2
CTNND2	XM_064506856.1#CTNND2
ATPSCKMT	XM_026099288.2#ATPSCKMT
TENT4A	XM_064506825.1#TENT4A
TENT4A	XM_064506822.1#TENT4A
MOCOS	XM_064506729.1#MOCOS
RPRD1A	XM_064506714.1#RPRD1A
ITGB8	XM_064506332.1#ITGB8
PLEKHA8	XM_026103842.2#PLEKHA8
PLCL2	XM_064506231.1#PLCL2
UBE2E1	XM_064506206.1#UBE2E1
NGLY1	XM_064506161.1#NGLY1
NGLY1	XM_064506160.1#NGLY1
GADL1	XM_064506138.1#GADL1
LOC112982364	XM_026098696.2#LOC112982364
KIAA1217	XM_026105804.2#KIAA1217
KIAA1217	XM_026105801.2#KIAA1217
KIAA1217	XM_026105795.2#KIAA1217
KIAA1217	XM_026105798.2#KIAA1217
KIAA1217	XM_064505927.1#KIAA1217
KIAA1217	XM_064505924.1#KIAA1217
KIAA1217	XM_064505922.1#KIAA1217
GPR158	XM_026101601.2#GPR158
MASTL	XM_026101573.2#MASTL
MKX	XM_064505877.1#MKX
WAC	XM_026101646.2#WAC
ZEB1	XM_064505822.1#ZEB1
VIPR1	XM_064505674.1#VIPR1
LOC112981487	XM_026097153.2#LOC112981487
SNAP47	XM_064505646.1#SNAP47
ALS2CL	XM_026096018.2#ALS2CL
MAP4	XM_064505563.1#MAP4
SLC4A2	XM_026118127.2#SLC4A2
P4HA3	XM_026111449.2#P4HA3
LRRC32	XM_026097963.2#LRRC32
AMOTL1	XM_064505114.1#AMOTL1
ALKBH8	XM_026100174.2#ALKBH8
ALKBH8	XM_026100172.2#ALKBH8
ELMOD1	XM_064505067.1#ELMOD1
SLC35F2	XM_064505063.1#SLC35F2
EXPH5	XM_064505050.1#EXPH5
PSPC1	XM_064505039.1#PSPC1
RNF6	XM_064504992.1#RNF6
PAN3	XM_064504970.1#PAN3
PAN3	XM_064504971.1#PAN3
PAN3	XM_064504975.1#PAN3
PAN3	XM_064504972.1#PAN3
KATNAL1	XM_064504958.1#KATNAL1
SUPT20H	XM_026098338.2#SUPT20H
SUPT20H	XM_026098337.2#SUPT20H
SUPT20H	XM_026098334.2#SUPT20H
TRIM13	XM_064504870.1#TRIM13
FNDC3A	XM_026108373.2#FNDC3A
FGF14	XM_026121621.2#FGF14
ARHGEF7	XM_026108959.2#ARHGEF7
ARHGEF7	XM_064503916.1#ARHGEF7
ATP11A	XM_064503859.1#ATP11A
LIMS1	XM_064503331.1#LIMS1
ASMTL	XM_026115461.2#ASMTL
ZBED1	XM_064501181.1#ZBED1
LOC112989573	XM_026110830.2#LOC112989573
ARHGAP6	XM_064500420.1#ARHGAP6
GLRA2	XM_026110174.2#GLRA2
CDKL5	XM_026120740.2#CDKL5
CDKL5	XM_064499428.1#CDKL5
KLHL15	XM_026103390.2#KLHL15
TRAPPC10	XM_026097973.2#TRAPPC10
ZBTB21	XM_026121510.2#ZBTB21
PRDM15	XM_064525376.1#PRDM15
HLCS	XM_026121481.2#HLCS
LOC112988218	XM_026108539.2#LOC112988218
CRYZL1	XM_026108522.2#CRYZL1
SON	XM_026108515.2#SON
HUNK	XM_064524161.1#HUNK
JAM2	XM_026096219.2#JAM2
NCAM2	XM_026108972.2#NCAM2
VGLL3	XM_064523151.1#VGLL3
VGLL3	XM_064523144.1#VGLL3
ADPRH	XM_026093336.2#ADPRH
ILDR2	XM_064522679.1#ILDR2
MPZL1	XM_064522504.1#MPZL1
ARL13B	XM_026122440.2#ARL13B
ZNF654	XM_064522241.1#ZNF654
IFT57	XM_026112392.2#IFT57
CD47	XM_026112309.2#CD47
CMSS1	XM_026112440.2#CMSS1
LSAMP	XM_064520180.1#LSAMP
SLC22A15	XM_026110563.2#SLC22A15
POPDC2	XM_026103473.2#POPDC2
STXBP5L	XM_026103445.2#STXBP5L
CTC1	XM_064519719.1#CTC1
CD86	XM_026104856.2#CD86
FBXO40	XM_064505420.1#FBXO40
ENO2	XM_064519253.1#ENO2
LOC112991060	XM_064519101.1#LOC112991060
ZYX	XM_026117118.2#ZYX
PARP11	XM_026114746.2#PARP11
FBLN1	XM_026114022.2#FBLN1
RIBC2	XM_026113990.2#RIBC2
PPFIBP1	XM_064516417.1#PPFIBP1
PPFIBP1	XM_064516432.1#PPFIBP1
PPFIBP1	XM_064516430.1#PPFIBP1
GYS2	XM_064516157.1#GYS2
SOX5	XM_064515925.1#SOX5
PYROXD1	XM_026092640.2#PYROXD1
LOC112978908	XM_064515839.1#LOC112978908
LOC112993401	XM_026117038.2#LOC112993401
LOC112993403	XM_026117040.2#LOC112993403
IQSEC3	XM_026116963.2#IQSEC3
BICD1	XM_064514468.1#BICD1
FGD4	XM_026119742.2#FGD4
GLT8D2	XM_064513711.1#GLT8D2
HCFC2	XM_026117949.2#HCFC2
RBFOX2	XM_026117968.2#RBFOX2
RBFOX2	XM_026117980.2#RBFOX2
RBFOX2	XM_064513137.1#RBFOX2
C1H22orf23	XM_026112583.2#C1H22orf23
SEPTIN3	XM_064511756.1#SEPTIN3
SEPTIN3	XM_064511758.1#SEPTIN3
SEPTIN3	XM_026101239.2#SEPTIN3
GUCY2C	XM_026102488.2#GUCY2C
ART4	XM_026117079.2#ART4
ARL1	XM_064510705.1#ARL1
TMCC3	XM_064510300.1#TMCC3
NAV3	XM_064509436.1#NAV3
OSBPL8	XM_026100307.2#OSBPL8
MDM1	XM_064508848.1#MDM1
GRIP1	XM_064508760.1#GRIP1
GRIP1	XM_064508763.1#GRIP1
MSRB3	XM_026092387.2#MSRB3
MSRB3	XM_026092386.2#MSRB3
TBC1D30	XM_026092358.2#TBC1D30
TBC1D30	XM_026092357.2#TBC1D30
IMMP2L	XM_026117706.2#IMMP2L
FOXP2	XM_064507620.1#FOXP2
DCLRE1C	XM_064504861.1#DCLRE1C
UPF2	XM_064502826.1#UPF2
CELF2	XM_064501971.1#CELF2
CELF2	XM_064501914.1#CELF2
CELF2	XM_064501863.1#CELF2
CELF2	XM_064501791.1#CELF2
PFKFB3	XM_026119347.2#PFKFB3
ARSA	XM_064498600.1#ARSA
LOC112989973	XM_064498156.1#LOC112989973
LOC112989973	XM_026111434.2#LOC112989973
TG	XM_064507891.1#TG
LOC135326632	XM_064504444.1#LOC135326632
AKAP8L	XM_064499342.1#AKAP8L
THNSL2	XM_026112786.2#THNSL2
KRAS	XM_026092655.2#KRAS
LOC135324453	XM_064500868.1#LOC135324453
HNRNPR	XM_064524903.1#HNRNPR
CDH20	XM_026115647.2#CDH20
RBBP7	XM_026120783.2#RBBP7
TMEM126A	XM_026103331.2#TMEM126A
CCR7	XM_064524753.1#CCR7
CCDC61	XM_064502984.1#CCDC61
UGDH	XM_064511271.1#UGDH
NPAS3	XM_064512370.1#NPAS3
SMARCA2	XM_026100510.2#SMARCA2
AS3MT	XM_026110329.2#AS3MT
LOC135328269	XM_064511197.1#LOC135328269
LOC135330334	XM_064523656.1#LOC135330334
SNAP91	XM_064508725.1#SNAP91
SLC8A1	XM_064510076.1#SLC8A1
LOC112995737	XM_026120908.2#LOC112995737
NKIRAS2	XM_064524773.1#NKIRAS2
RECK	XM_064506805.1#RECK
EIF2AK3	XM_026112686.2#EIF2AK3
C18H17orf75	XM_026099092.2#C18H17orf75
CAMK2G	XM_064513845.1#CAMK2G
TCP11	XM_064497988.1#TCP11
TRAF6	XM_026097688.2#TRAF6
DHRS3	XM_026095501.2#DHRS3
ATN1	XM_064519236.1#ATN1
CAPRIN2	XM_026117020.2#CAPRIN2
CEP55	XM_026094172.2#CEP55
VEGFA	XM_064509510.1#VEGFA
UBXN2A	XM_026092329.2#UBXN2A
LOC112990441	XM_026112160.2#LOC112990441
DMD	XM_064497858.1#DMD
LOC112994063	XM_064521107.1#LOC112994063
NKX2-2	XM_026106040.2#NKX2-2
SRRM1	XM_064525079.1#SRRM1
SMTNL1	XM_064513446.1#SMTNL1
IQUB	XM_026113060.2#IQUB
G3BP1	XM_026118625.2#G3BP1
PRADC1	XM_026121770.2#PRADC1
KLF11	XM_064508467.1#KLF11
PDPN	XM_026095506.2#PDPN
HHEX	XM_026094146.2#HHEX
LOC135323905	XM_064499015.1#LOC135323905
RBBP4	XM_064525167.1#RBBP4
ST8SIA2	XM_064517203.1#ST8SIA2
SRR	XM_064523298.1#SRR
XPO1	XM_064510026.1#XPO1
DACH1	XM_064504772.1#DACH1
LOC135324622	XM_064501271.1#LOC135324622
LOC112988934	XM_026109780.2#LOC112988934
LOC135325162	XM_064502878.1#LOC135325162
C24H1orf174	XM_064525401.1#C24H1orf174
CCDC66	XM_064518920.1#CCDC66
LOC135326918	XM_064504559.1#LOC135326918
KARS1	XM_064519904.1#KARS1
EP400	XM_064522052.1#EP400
CYTIP	XM_026108800.2#CYTIP
LRCH3	XM_026093465.2#LRCH3
RAB6A	XM_064505236.1#RAB6A
EPOP	XM_064524684.1#EPOP
LGR6	XM_026101270.2#LGR6
PYCR1	XM_026113125.2#PYCR1
KIAA1549L	XM_064512944.1#KIAA1549L
DAB2IP	XM_026094380.2#DAB2IP
HGFAC	XM_026122069.2#HGFAC
PCF11	XM_026106072.2#PCF11
TRPM1	XM_026113439.2#TRPM1
HMBOX1	XM_064508264.1#HMBOX1
IMP3	XM_064508322.1#IMP3
TRERF1	XM_064509616.1#TRERF1
TSPAN2	XM_064498315.1#TSPAN2
PPFIA2	XM_064509603.1#PPFIA2
FAM78A	XM_026101848.2#FAM78A
QPCTL	XM_064503054.1#QPCTL
LOC135330699	XM_064525228.1#LOC135330699
DOCK7	XM_064516283.1#DOCK7
LOC112980270	XM_026094991.2#LOC112980270
LOC135329085	XM_064516392.1#LOC135329085
PEX5L	XM_026094860.2#PEX5L
CLASP2	XM_064506467.1#CLASP2
CEP112	XM_064522760.1#CEP112
TRPC4AP	XM_026101141.2#TRPC4AP
PHKA2	XM_026120766.2#PHKA2
IKBKG	XM_064503485.1#IKBKG
DFFB	XM_064525398.1#DFFB
LRRC45	XM_064522942.1#LRRC45
ADSS2	XM_026102611.2#ADSS2
LOC112991060	XM_026113258.2#LOC112991060
RIMS1	XM_064508657.1#RIMS1
IGSF3	XM_026093331.2#IGSF3
LOC135329941	XM_064520301.1#LOC135329941
PROK1	XM_064498145.1#PROK1
YAP1	XM_064505091.1#YAP1
MPP4	XM_064515507.1#MPP4
C8B	XM_026105977.2#C8B
SCARF2	XM_064522373.1#SCARF2
LXN	XM_026096830.2#LXN
MON2	XM_064508417.1#MON2
UBAP2L	XM_064498946.1#UBAP2L
CCDC33	XM_064517724.1#CCDC33
GUCY2D	XM_064501128.1#GUCY2D
LOC135326250	XM_064504099.1#LOC135326250
PICALM	XM_026103339.2#PICALM
LOC112980269	XM_064499672.1#LOC112980269
POGZ	XM_064499084.1#POGZ
CD14	XM_026105507.2#CD14
PIK3C2B	XM_064498284.1#PIK3C2B
ST6GAL2	XM_026103255.2#ST6GAL2
ZCCHC2	XM_026115641.2#ZCCHC2
ATG7	XM_026102527.2#ATG7
SALL2	XM_064503370.1#SALL2
LOC135326372	XM_064504254.1#LOC135326372
LOC112983901	XM_064518287.1#LOC112983901
CACNA2D4	XM_064509925.1#CACNA2D4
ETNPPL	XM_026107961.2#ETNPPL
NUP153	XM_064507020.1#NUP153
LOC112994024	XM_064498802.1#LOC112994024
LOC112994513	XM_026118918.2#LOC112994513
LOC135326649	XM_064504466.1#LOC135326649
LOC135323858	XM_064498838.1#LOC135323858
DYNC2I1	XM_026103306.2#DYNC2I1
CERS3	XM_064517894.1#CERS3
MAP2	XM_064515303.1#MAP2
MRPL14	XM_064509516.1#MRPL14
DNAI7	XM_026092648.2#DNAI7
UBE2E3	XM_064515033.1#UBE2E3
TRPM3	XM_026097811.2#TRPM3
MAP4	XM_064505565.1#MAP4
UBR1	XM_026095739.2#UBR1
MSI1	XM_064522274.1#MSI1
LOC135328949	XM_064515526.1#LOC135328949
STIM1	XM_064505277.1#STIM1
GOLIM4	XM_026105721.2#GOLIM4
QSOX1	XM_064515644.1#QSOX1
LOC112980249	XM_064513901.1#LOC112980249
ARF4	XM_026096250.2#ARF4
RBMS3	XM_026098809.2#RBMS3
GYG2	XM_026102370.2#GYG2
PTK2B	XM_064508209.1#PTK2B
EYA1	XM_064507402.1#EYA1
ANP32A	XM_026110746.2#ANP32A
SCAF1	XM_064499647.1#SCAF1
TGFB1	XM_064502979.1#TGFB1
CHRNA3	XM_064517549.1#CHRNA3
LOC112994493	XM_064499654.1#LOC112994493
LOC112988007	XM_026108185.2#LOC112988007
LOC135323704	XM_064497951.1#LOC135323704
RUNX1	XM_064524656.1#RUNX1
KDM5B	XM_026101230.2#KDM5B
LOC135323550	XM_064500271.1#LOC135323550
STXBP4	XM_064522674.1#STXBP4
CSGALNACT2	XM_026116787.2#CSGALNACT2
LOC112980249	XM_064513888.1#LOC112980249
RPP40	XM_026114906.2#RPP40
CTNNAL1	XM_064506759.1#CTNNAL1
BARX2	XM_026097242.2#BARX2
FAM76B	XM_026109196.2#FAM76B
TUBE1	XM_026120006.2#TUBE1
UBR2	XM_026123266.2#UBR2
ABCA2	XM_064523539.1#ABCA2
NF2	XM_064522428.1#NF2
PELI2	XM_026100041.2#PELI2
POSTN	XM_026108437.2#POSTN
LOC112994635	XM_026119137.2#LOC112994635
SLIT1	XM_064514110.1#SLIT1
ZNF609	XM_064517681.1#ZNF609
LOC135324327	XM_064500365.1#LOC135324327
MEP1A	XM_064508326.1#MEP1A
CCSER2	XM_064513735.1#CCSER2
MSL3	XM_026117085.2#MSL3
LOC135324055	XM_064499490.1#LOC135324055
KLF10	XM_064507638.1#KLF10
MAP1S	XM_064497447.1#MAP1S
COP1	XM_026101025.2#COP1
SUFU	XM_064514163.1#SUFU
TEX9	XM_064517411.1#TEX9
LOC112982149	XM_064504933.1#LOC112982149
SIDT1	XM_064519625.1#SIDT1
STT3A	XM_064524356.1#STT3A
LOC135328933	XM_064515512.1#LOC135328933
RBM39	XM_064521327.1#RBM39
SMAD6	XM_064517854.1#SMAD6
ORC1	XM_026105560.2#ORC1
WIF1	XM_026092412.2#WIF1
LOC112981348	XM_064516557.1#LOC112981348
BCL9	XM_026093304.2#BCL9
ATP2B2	XM_064518822.1#ATP2B2
SLC25A17	XM_026101666.2#SLC25A17
PAPSS1	XM_026107963.2#PAPSS1
SPRED2	XM_026110471.2#SPRED2
KIF13B	XM_026101996.2#KIF13B
TCF7	XM_064521132.1#TCF7
FAM13C	XM_026122444.2#FAM13C
RGMA	XM_064517196.1#RGMA
LOC135328376	XM_064511765.1#LOC135328376
EVC2	XM_064511454.1#EVC2
UBE2G1	XM_064523426.1#UBE2G1
LOC135330460	XM_064524127.1#LOC135330460
LOC135323441	XM_064499650.1#LOC135323441
N4BP2	XM_064511259.1#N4BP2
PARK7	XM_064525326.1#PARK7
NTAN1	XM_026096313.2#NTAN1
GRIK1	XM_064523966.1#GRIK1
LOC112981581	XM_064508063.1#LOC112981581
STRIP1	XM_064497949.1#STRIP1
SMARCD3	XM_064505525.1#SMARCD3
SENP1	XM_026120479.2#SENP1
LOC135326269	XM_064504139.1#LOC135326269
LOC135323513	XM_064501932.1#LOC135323513
SLC27A3	XM_064499049.1#SLC27A3
LOC112979530	XM_026093809.2#LOC112979530
DGLUCY	XM_026111851.2#DGLUCY
LOC112997531	XM_064515502.1#LOC112997531
MCUB	XM_064510587.1#MCUB
LOC112981190	XM_026096657.2#LOC112981190
NDUFS6	XM_064506745.1#NDUFS6
PPP1R14D	XM_026107505.2#PPP1R14D
ENTREP1	XM_026097891.2#ENTREP1
PKD2L2	XM_026101927.2#PKD2L2
C1H22orf23	XM_064512689.1#C1H22orf23
NDRG4	XM_064519398.1#NDRG4
SLC25A12	XM_064514949.1#SLC25A12
LOC135324955	XM_064502142.1#LOC135324955
BEST3	XM_026100425.2#BEST3
UST	XM_026100281.2#UST
LOC135324974	XM_064502187.1#LOC135324974
LOC112983721	XM_026101040.2#LOC112983721
GEMIN6	XM_026110417.2#GEMIN6
LOC112986558	XM_064497528.1#LOC112986558
GGA3	XM_064522604.1#GGA3
SLCO5A1	XM_026115191.2#SLCO5A1
CCT4	XM_026094680.2#CCT4
PTPRS	XM_026105946.2#PTPRS
ARHGEF3	XM_064518930.1#ARHGEF3
FYN	XM_064508890.1#FYN
PHB1	XM_026106929.2#PHB1
LOC112981439	XM_026097083.2#LOC112981439
ZNRD2	XM_064503269.1#ZNRD2
FAM13A	XM_064510462.1#FAM13A
PLXNB2	XM_064506563.1#PLXNB2
DUSP1	XM_064521023.1#DUSP1
ADAM19	XM_064520928.1#ADAM19
LOC135326202	XM_064504052.1#LOC135326202
SNX1	XM_026116186.2#SNX1
LOC112988633	XM_064513428.1#LOC112988633
TRANK1	XM_064506511.1#TRANK1
TTC27	XM_026122989.2#TTC27
UBTF	XM_064524553.1#UBTF
NIN	XM_064511822.1#NIN
SELENOK	XM_064518910.1#SELENOK
FBXO2	XM_026095471.2#FBXO2
TENT5A	XM_064508711.1#TENT5A
SPATA18	XM_026093764.2#SPATA18
TNKS	XM_026110379.2#TNKS
LOC112980852	XM_026096052.2#LOC112980852
OGFRL1	XM_064508648.1#OGFRL1
CBX2	XM_064522880.1#CBX2
GOLIM4	XM_026105720.2#GOLIM4
C8G	XM_026106220.2#C8G
LOC112992023	XM_064505496.1#LOC112992023
TAF9B	XM_026096060.2#TAF9B
DLG5	XM_064513824.1#DLG5
LOC112991637	XM_064524137.1#LOC112991637
LOC112982180	XM_064500014.1#LOC112982180
C2CD4C	XM_064497375.1#C2CD4C
LOC112993652	XM_026117460.2#LOC112993652
LOC112994174	XM_026118363.2#LOC112994174
GRAMD2A	XM_064517653.1#GRAMD2A
KIF18A	XM_026121785.2#KIF18A
SCUBE1	XM_026114056.2#SCUBE1
LOC112992365	XM_026115364.2#LOC112992365
KLC1	XM_026111344.2#KLC1
TSPAN9	XM_064517944.1#TSPAN9
ASCC2	XM_064522421.1#ASCC2
PAX7	XM_064497118.1#PAX7
STUM	XM_064509938.1#STUM
LOC135330458	XM_064524117.1#LOC135330458
MAGOH	XM_026105966.2#MAGOH
CUX1	XM_064523401.1#CUX1
LOC112978873	XM_064501130.1#LOC112978873
KPNA4	XM_064516568.1#KPNA4
ETHE1	XM_064504492.1#ETHE1
ATP13A1	XM_064499422.1#ATP13A1
KIF2C	XM_026096774.2#KIF2C
CCDC198	XM_026099988.2#CCDC198
GRIA4	XM_064505081.1#GRIA4
CNOT11	XM_026103285.2#CNOT11
EXOC3L4	XM_026111424.2#EXOC3L4
LOC112994069	XM_026118186.2#LOC112994069
RARA	XM_064524730.1#RARA
SYNDIG1L	XM_026120280.2#SYNDIG1L
PIK3R6	XM_026120623.2#PIK3R6
PVALB	XM_026118018.2#PVALB
CDH5	XM_026107653.2#CDH5
NDFIP1	XM_064521181.1#NDFIP1
LOC112982582	XM_026099080.2#LOC112982582
MAP3K2	XM_064514749.1#MAP3K2
UVSSA	XM_026112736.2#UVSSA
