ENSBTAG00000017942	ENSBTAT00000056382#CRTC2
ENSBTAG00000015225	NM_001098129#NUP58
ENSBTAG00000059027	ENSBTAT00000094137#ENSBTAG00000059027
ENSBTAG00000015268	XM_005207331#PICK1
ENSBTAG00000044125	ENSBTAT00000060965#TLCD4
ENSBTAG00000015719	ENSBTAT00000020863#PIGF
ENSBTAG00000059654	ENSBTAT00000113969#ENSBTAG00000059654
ENSBTAG00000052945	NM_001206632#PURB
ENSBTAG00000047449	ENSBTAT00000083501#ENSBTAG00000047449
ENSBTAG00000069558	ENSBTAT00000099842#OR13J1B
ENSBTAG00000016580	XM_003586155#TEF
ENSBTAG00000001615	XM_024980408#RUNDC3A
ENSBTAG00000006324	NM_001045897#NAB2
ENSBTAG00000069368	ENSBTAT00000080416#ENSBTAG00000069368
ENSBTAG00000038843	ENSBTAT00000055860#ENSBTAG00000038843
ENSBTAG00000010485	ENSBTAT00000013860#MFN1
ENSBTAG00000002130	ENSBTAT00000029373#SMPD4
ENSBTAG00000000417	ENSBTAT00000053193#MRPL12
ENSBTAG00000008139	NM_001076825#HOXA3
ENSBTAG00000033319	ENSBTAT00000103280#CD200
ENSBTAG00000010560	XM_015464066#PROK1
ENSBTAG00000063058	ENSBTAT00000109407#ENSBTAG00000063058
ENSBTAG00000025471	NM_173966#TNF
ENSBTAG00000069743	ENSBTAT00000094312#ENSBTAG00000069743
ENSBTAG00000016255	ENSBTAT00000021623#PLEK2
ENSBTAG00000063284	ENSBTAT00000033541#ENSBTAG00000063284
ENSBTAG00000021058	ENSBTAT00000028046#DDX42
ENSBTAG00000017151	XM_059888790#SH3TC2
ENSBTAG00000001041	ENSBTAT00000127645#ENSBTAG00000001041
ENSBTAG00000016165	ENSBTAT00000069429#KRT7
ENSBTAG00000001137	ENSBTAT00000066509#CLTA
ENSBTAG00000008943	XM_024983757#ZSCAN12
ENSBTAG00000016989	ENSBTAT00000016571#ENSBTAG00000016989
ENSBTAG00000004284	ENSBTAT00000080740#UFD1
ENSBTAG00000014660	NM_001075772#WDR53
NM_001390320	NM_001390320#OR2U2
ENSBTAG00000011479	ENSBTAT00000015257#INPP5K
ENSBTAG00000038316	ENSBTAT00000132763#GPATCH8
ENSBTAG00000019402	XM_059879670#CFAP100
ENSBTAG00000059602	ENSBTAT00000092801#ENSBTAG00000059602
XM_059892324	XM_059892324#LOC132346804
ENSBTAG00000066445	ENSBTAT00000101553#ENSBTAG00000066445
ENSBTAG00000047158	XM_059877538#LRFN1
ENSBTAG00000067135	ENSBTAT00000088137#ENSBTAG00000067135
ENSBTAG00000013813	ENSBTAT00000018351#KLHL17
ENSBTAG00000004830	XM_024986398#ADAM18
ENSBTAG00000008118	NM_001083417#RPF1
ENSBTAG00000015356	XM_005205127#TAC1
ENSBTAG00000033423	NM_001105429#EFNA3
ENSBTAG00000008424	ENSBTAT00000066458#ABR
ENSBTAG00000039435	NM_001192699#LEMD3
ENSBTAG00000015144	NM_001083465#GMIP
ENSBTAG00000010612	ENSBTAT00000094565#TMED4
ENSBTAG00000015815	NM_001076178#CFP
ENSBTAG00000030556	ENSBTAT00000073166#ZNF217
ENSBTAG00000033685	XM_005225549#CCNJ
ENSBTAG00000034225	XM_059882637#TAF5L
ENSBTAG00000013300	XM_059882447#KCNMA1
ENSBTAG00000032709	NM_001075434#CMTM5
ENSBTAG00000021818	XM_059887943#ADGRE5
ENSBTAG00000001356	NM_001102167#USP38
ENSBTAG00000006675	ENSBTAT00000099494#PCSK6
ENSBTAG00000025425	NM_001434952#RAB24
ENSBTAG00000000290	XM_024995395#ATP11B
ENSBTAG00000039995	XM_002693875#ENSBTAG00000039995
ENSBTAG00000011857	ENSBTAT00000093607#PPM1H
NM_001390409	NM_001390409#OR4F70
XM_059875158	XM_059875158#LOC132342354
ENSBTAG00000019504	ENSBTAT00000025981#ADRA1D
ENSBTAG00000006713	NM_001046167#ZDHHC6
ENSBTAG00000018829	ENSBTAT00000025061#SPRYD7
ENSBTAG00000031018	ENSBTAT00000043907#ENSBTAG00000031018
ENSBTAG00000013380	XM_059880771#CEP192
ENSBTAG00000013462	XM_024987989#L1CAM
ENSBTAG00000011333	XM_059879711#CLASP2
ENSBTAG00000012636	ENSBTAT00000100631#IKZF4
ENSBTAG00000019425	ENSBTAT00000025875#TSPAN8
ENSBTAG00000006740	XM_005227078#SCYL1
ENSBTAG00000047676	ENSBTAT00000062994#ENSBTAG00000047676
ENSBTAG00000003481	XM_005228598#OTUD6B
ENSBTAG00000003946	NM_001081589#NECAB3
ENSBTAG00000008609	XM_024994532#SEPTIN8
ENSBTAG00000005305	ENSBTAT00000111076#NTS
ENSBTAG00000023670	ENSBTAT00000032405#ENSBTAG00000023670
ENSBTAG00000006307	ENSBTAT00000124389#HSD17B11
ENSBTAG00000065995	ENSBTAT00000118267#ENSBTAG00000065995
ENSBTAG00000009097	XM_059879064#FANCI
ENSBTAG00000050360	ENSBTAT00000087249#ENSBTAG00000050360
ENSBTAG00000062760	ENSBTAT00000004340#PRP14
ENSBTAG00000004732	XM_003586589#SPTB
ENSBTAG00000005299	ENSBTAT00000070002#EDNRB
ENSBTAG00000009960	NM_001076887#FLOT1
ENSBTAG00000019972	XM_059877953#TEPSIN
ENSBTAG00000057349	ENSBTAT00000114593#ENSBTAG00000057349
ENSBTAG00000057821	ENSBTAT00000094833#ENSBTAG00000057821
ENSBTAG00000068284	ENSBTAT00000105129#ENSBTAG00000068284
ENSBTAG00000038600	ENSBTAT00000110352#LRRC15
XM_015472664	XM_015472664#LOC786798
ENSBTAG00000027694	NM_001081716#IFT70B
ENSBTAG00000005565	ENSBTAT00000105928#CLN6
ENSBTAG00000006958	XM_059880461#C23H6orf136
ENSBTAG00000039937	ENSBTAT00000055380#TNFRSF8
ENSBTAG00000008703	ENSBTAT00000011469#EIF2AK2
ENSBTAG00000005354	XM_059884890#LRRFIP1
NM_001077908	XM_059883440#CYP4A11
ENSBTAG00000003322	XM_005204390#TTLL7
ENSBTAG00000019916	XM_024982133#CLMN
ENSBTAG00000002297	ENSBTAT00000075836#CACNB4
ENSBTAG00000003640	XM_002692074#GJD4
ENSBTAG00000005089	XM_059881414#RHBDD2
ENSBTAG00000044092	NM_001192088#IQCK
ENSBTAG00000009773	XM_024977817#KREMEN1
ENSBTAG00000018538	ENSBTAT00000125954#CEP70
ENSBTAG00000037684	ENSBTAT00000054222#OR5D70P
ENSBTAG00000033237	ENSBTAT00000047229#ENSBTAG00000033237
ENSBTAG00000010422	XM_005206462#MDM2
ENSBTAG00000013952	ENSBTAT00000056365#HNRNPD
ENSBTAG00000015358	ENSBTAT00000065235#ALDOB
ENSBTAG00000021796	XM_005217767#C17H12orf43
ENSBTAG00000017514	ENSBTAT00000023277#CCND1
ENSBTAG00000008854	XM_024994866#RFX1
ENSBTAG00000008762	XM_015475527#HECTD4
ENSBTAG00000060026	NM_001390544#OR6C3
ENSBTAG00000015727	ENSBTAT00000020877#ENSBTAG00000015727
ENSBTAG00000036183	XM_024977500#FBXW8
ENSBTAG00000014877	XM_005212315#UNC50
ENSBTAG00000012361	ENSBTAT00000016407#ARHGEF11
ENSBTAG00000010241	ENSBTAT00000075682#UNC5D
ENSBTAG00000004168	XM_005212542#STON1
ENSBTAG00000031160	LOC132342668#ENSBTAG00000031160
ENSBTAG00000054662	XM_024995338#FBXL17
ENSBTAG00000056673	ENSBTAT00000111643#ENSBTAG00000056673
ENSBTAG00000033292	ENSBTAT00000005689#SP7
ENSBTAG00000014221	ENSBTAT00000018903#CPLANE2
ENSBTAG00000046590	ENSBTAT00000066202#FAM181A
ENSBTAG00000044044	ENSBTAT00000061480#CLOCK
ENSBTAG00000021768	ENSBTAT00000029017#CCNG2
ENSBTAG00000002534	ENSBTAT00000003285#EEF1E1
ENSBTAG00000012086	ENSBTAT00000118263#CNOT8
ENSBTAG00000010355	ENSBTAT00000013675#VPS37A
ENSBTAG00000054931	XM_002696227#CACNG4
ENSBTAG00000001189	XM_005218045#AP1B1
ENSBTAG00000005120	ENSBTAT00000006753#TESPA1
ENSBTAG00000063535	ENSBTAT00000091702#ENSBTAG00000063535
ENSBTAG00000000087	ENSBTAT00000000096#HSD17B12
ENSBTAG00000004150	XM_024986178#NRG1
ENSBTAG00000050321	ENSBTAT00000081008#ENSBTAG00000050321
ENSBTAG00000019090	NM_001192826#PLEKHH3
ENSBTAG00000055671	ENSBTAT00000116893#ENSBTAG00000055671
ENSBTAG00000016498	XM_024997040#PHACTR2
ENSBTAG00000005710	XM_005215806#NCAM1
ENSBTAG00000058678	ENSBTAT00000133755#ENSBTAG00000058678
ENSBTAG00000007835	ENSBTAT00000010309#GPT
ENSBTAG00000007694	XM_024997157#KIF25
ENSBTAG00000002051	ENSBTAT00000078192#ARAP1
ENSBTAG00000003784	NM_001075337#DNAJC2
ENSBTAG00000050453	ENSBTAT00000075545#ENSBTAG00000050453
ENSBTAG00000045703	NM_001076861#COX15
ENSBTAG00000022571	ENSBTAT00000134239#ENSBTAG00000022571
ENSBTAG00000003800	ENSBTAT00000123259#LRRC27
ENSBTAG00000002952	ENSBTAT00000030931#TBX19
ENSBTAG00000045893	ENSBTAT00000065916#TIMM29
ENSBTAG00000068090	NM_001389781#OR9G4
ENSBTAG00000009125	ENSBTAT00000112452#ALDH1A3
ENSBTAG00000002347	XM_005208540#MAST3
ENSBTAG00000016644	XM_010808815#LVRN
ENSBTAG00000020942	ENSBTAT00000027892#RNF166
ENSBTAG00000032808	NM_001098859#FASLG
ENSBTAG00000061463	ENSBTAT00000097972#ENSBTAG00000061463
ENSBTAG00000050825	ENSBTAT00000080512#TMEM265
ENSBTAG00000026624	ENSBTAT00000037914#ETFRF1
ENSBTAG00000055777	ENSBTAT00000095497#ENSBTAG00000055777
ENSBTAG00000018383	ENSBTAT00000024464#ATAD5
ENSBTAG00000048809	ENSBTAT00000076120#VPS37B
ENSBTAG00000039933	ENSBTAT00000052628#LRRC3C
ENSBTAG00000001052	XM_010802712#ADCY10
ENSBTAG00000068602	ENSBTAT00000105059#ENSBTAG00000068602
ENSBTAG00000057590	ENSBTAT00000135183#ENSBTAG00000057590
ENSBTAG00000012648	ENSBTAT00000033299#ZSWIM5
ENSBTAG00000004333	ENSBTAT00000005672#COPA
ENSBTAG00000004688	ENSBTAT00000006153#DHCR24
ENSBTAG00000018636	ENSBTAT00000108537#CCNK
ENSBTAG00000022991	XM_059892160#NBEA
ENSBTAG00000021971	XM_059888340#SNCAIP
ENSBTAG00000007833	XM_024984532#PIAS2
ENSBTAG00000020414	NM_001205961#DHX37
ENSBTAG00000068842	ENSBTAT00000105055#ENSBTAG00000068842
ENSBTAG00000044019	ENSBTAT00000061193#KAT2A
ENSBTAG00000054505	XM_059888624#ENSBTAG00000054505
ENSBTAG00000047637	ENSBTAT00000063756#ENSBTAG00000047637
ENSBTAG00000020807	NM_174731#FAU
ENSBTAG00000008695	XM_005209300#TCF3
ENSBTAG00000020041	ENSBTAT00000079845#FAM13B
ENSBTAG00000002842	ENSBTAT00000003681#HEATR4
ENSBTAG00000058815	ENSBTAT00000127131#ENSBTAG00000058815
ENSBTAG00000050633	NM_001102522#PLA2G2F
ENSBTAG00000030817	ENSBTAT00000080605#LMBR1
ENSBTAG00000005514	XM_059878913#TRIO
ENSBTAG00000015067	NM_001110003#NHLH2
ENSBTAG00000034659	XM_059878781#UBTD2
ENSBTAG00000022954	ENSBTAT00000031191#ENSBTAG00000022954
ENSBTAG00000020117	ENSBTAT00000089896#ZBTB7A
ENSBTAG00000016834	NM_001205946#LHFPL5
ENSBTAG00000013451	ENSBTAT00000115537#RHOH
ENSBTAG00000011238	ENSBTAT00000014924#CD48
ENSBTAG00000019947	XM_024987689#SYT7
ENSBTAG00000065306	ENSBTAT00000133371#ENSBTAG00000065306
ENSBTAG00000014598	XM_059878593#BPTF
ENSBTAG00000014873	ENSBTAT00000019802#COA5
ENSBTAG00000002408	ENSBTAT00000003121#FHAD1
ENSBTAG00000031906	ENSBTAT00000124519#ABHD16B
ENSBTAG00000011236	ENSBTAT00000096305#STX11
ENSBTAG00000011067	ENSBTAT00000073516#IL17RA
ENSBTAG00000013422	NM_001099380#GABRB3
ENSBTAG00000047170	XM_024998220#ENSBTAG00000047170
ENSBTAG00000014182	ENSBTAT00000086077#CTNNA1
ENSBTAG00000004046	XM_024975937#DTX4
ENSBTAG00000018596	ENSBTAT00000024750#PTPN21
ENSBTAG00000002988	ENSBTAT00000003890#MACO1
ENSBTAG00000005987	XM_005202212#WDR33
ENSBTAG00000008077	NM_001193045#SLC37A4
ENSBTAG00000016174	ENSBTAT00000021529#ENSBTAG00000016174
XM_025001621	XM_025001621#CLVS1
ENSBTAG00000037826	ENSBTAT00000038298#ENSBTAG00000037826
ENSBTAG00000020440	ENSBTAT00000104473#PTCD1
ENSBTAG00000002305	XM_059888734#PCSK4
ENSBTAG00000001806	NM_001075606#IQCD
ENSBTAG00000035858	NM_001083523#MCC
ENSBTAG00000059884	ENSBTAT00000095673#ENSBTAG00000059884
ENSBTAG00000059544	ENSBTAT00000107371#ENSBTAG00000059544
ENSBTAG00000062812	ENSBTAT00000087514#ENSBTAG00000062812
ENSBTAG00000005265	ENSBTAT00000064097#ZCCHC9
ENSBTAG00000007652	XM_024999758#RFTN2
ENSBTAG00000036349	ENSBTAT00000106551#CCDC160
ENSBTAG00000014879	XM_024991323#FAM185A
ENSBTAG00000011400	XM_005209174#DBN1
ENSBTAG00000051210	ENSBTAT00000084460#ENSBTAG00000051210
ENSBTAG00000057027	ENSBTAT00000079644#ENSBTAG00000057027
ENSBTAG00000002608	XM_059883385#SEPTIN2
ENSBTAG00000066039	ENSBTAT00000118561#ENSBTAG00000066039
ENSBTAG00000065755	NM_001390793#OR9S36
ENSBTAG00000027782	NM_001390439#OR5K1
XM_059885229	XM_059885231#LOC132344952
ENSBTAG00000015805	XM_059890929#SIPA1L1
ENSBTAG00000000602	ENSBTAT00000000860#RXRB
ENSBTAG00000005892	ENSBTAT00000089086#ZAP70
ENSBTAG00000021218	NM_001075647#MYL11
ENSBTAG00000009260	XM_005228438#GPM6B
ENSBTAG00000013537	ENSBTAT00000025707#FER1L6
ENSBTAG00000001887	ENSBTAT00000064047#STAM2
ENSBTAG00000018869	ENSBTAT00000025119#IGSF6
ENSBTAG00000039121	XM_005203002#PTP4A2
ENSBTAG00000010647	ENSBTAT00000091363#NTRK2
ENSBTAG00000005859	ENSBTAT00000007701#LALBA
ENSBTAG00000025778	XM_002690497#EMC9
ENSBTAG00000002495	ENSBTAT00000003242#BRD4
ENSBTAG00000007740	XM_005216404#MDK
ENSBTAG00000051042	ENSBTAT00000075513#DRD4
ENSBTAG00000014101	ENSBTAT00000018749#TSR3
ENSBTAG00000006482	ENSBTAT00000008498#PTCD3
ENSBTAG00000069362	ENSBTAT00000127462#ENSBTAG00000069362
ENSBTAG00000048817	NM_001077053#SSX5
ENSBTAG00000003762	ENSBTAT00000103995#GNB5
ENSBTAG00000013861	ENSBTAT00000022795#SLC8A1
ENSBTAG00000025853	ENSBTAT00000082088#HOMER1
XM_059890698	XM_059890698#OR4F69
ENSBTAG00000014964	NM_001099381#GALK1
ENSBTAG00000005425	XM_005209825#GATA4
ENSBTAG00000002624	NM_001101112#PSTPIP2
ENSBTAG00000068961	XM_059878904#ENSBTAG00000068961
ENSBTAG00000060408	ENSBTAT00000094820#ENSBTAG00000060408
ENSBTAG00000002726	XM_005220915#CDC27
ENSBTAG00000006950	NM_001034694#COPS4
ENSBTAG00000021237	XM_059880505#DST
ENSBTAG00000011589	ENSBTAT00000088750#CDC14B
ENSBTAG00000008424	ENSBTAT00000081167#ABR
ENSBTAG00000030424	ENSBTAT00000019328#CLEC1A
ENSBTAG00000014461	NM_001113234#ANAPC13
ENSBTAG00000001326	ENSBTAT00000082823#SLC44A5
ENSBTAG00000055367	ENSBTAT00000095649#ENSBTAG00000055367
ENSBTAG00000062055	XM_024984902#ENSBTAG00000062055
ENSBTAG00000055183	ENSBTAT00000073840#HRCT1
ENSBTAG00000069338	ENSBTAT00000044788#ENSBTAG00000069338
ENSBTAG00000019238	NM_001097994#TRMO
ENSBTAG00000006277	ENSBTAT00000087143#ENGASE
ENSBTAG00000021746	NM_001040477#ANXA5
ENSBTAG00000003017	ENSBTAT00000069657#TTC38
ENSBTAG00000004555	ENSBTAT00000005988#LRP2
ENSBTAG00000007479	NM_001101863#CCDC90B
ENSBTAG00000004791	ENSBTAT00000132805#VPS26C
ENSBTAG00000000575	ENSBTAT00000077992#TNC
ENSBTAG00000012667	XM_059882435#CAMK2G
ENSBTAG00000060332	ENSBTAT00000111747#ENSBTAG00000060332
ENSBTAG00000013143	ENSBTAT00000112866#BAG4
ENSBTAG00000015205	XM_005212779#NCK2
ENSBTAG00000020855	ENSBTAT00000045437#PTPN4
ENSBTAG00000000320	ENSBTAT00000076606#UBAP1
ENSBTAG00000020802	ENSBTAT00000072084#DNAH12
ENSBTAG00000009355	ENSBTAT00000134128#SNAP91
ENSBTAG00000002335	ENSBTAT00000003015#HAND1
ENSBTAG00000015095	XM_024982079#TTC6
ENSBTAG00000009131	ENSBTAT00000074201#SKIC3
ENSBTAG00000019423	ENSBTAT00000106771#ACSM2B
ENSBTAG00000007007	ENSBTAT00000081667#WDR20
ENSBTAG00000018581	XM_024976767#EPC2
ENSBTAG00000013669	ENSBTAT00000078931#KIF22
ENSBTAG00000004401	XM_002691971#UGGT2
ENSBTAG00000052688	XM_024987573#PATE1
NM_001076917	NM_001076917#KRT75
ENSBTAG00000025848	NM_001303463#RBM3
ENSBTAG00000024115	ENSBTAT00000033274#FOXO6
ENSBTAG00000006175	ENSBTAT00000101535#KDM5B
ENSBTAG00000013046	NM_001075484#MPP1
ENSBTAG00000017919	ENSBTAT00000082842#CNOT4
ENSBTAG00000002817	ENSBTAT00000035283#SLC46A1
ENSBTAG00000048280	ENSBTAT00000117200#UQCC6
ENSBTAG00000039784	ENSBTAT00000116741#PRR5
ENSBTAG00000024381	NM_001205972#MAN1A1
ENSBTAG00000060876	ENSBTAT00000103247#ENSBTAG00000060876
ENSBTAG00000069558	ENSBTAT00000128685#OR13J1B
ENSBTAG00000009488	NM_001075555#NXF1
XM_059884645	XM_059884645#OR13P13
ENSBTAG00000048579	ENSBTAT00000080048#OR52R1FP
ENSBTAG00000012158	NM_001038207#CFAP107
ENSBTAG00000003245	XM_010803299#BCAR3
ENSBTAG00000010660	XM_024992748#CACNA1C
XM_003587373	XM_003587373#LOC100847997
ENSBTAG00000008991	ENSBTAT00000084217#EIF4ENIF1
ENSBTAG00000034945	ENSBTAT00000049419#ENSBTAG00000034945
ENSBTAG00000016504	XM_024990249#AGAP1
ENSBTAG00000009539	ENSBTAT00000012548#ENSBTAG00000009539
ENSBTAG00000014833	ENSBTAT00000019755#NEU4
ENSBTAG00000015750	NM_001077041#AMN
ENSBTAG00000008921	XM_005204429#NEXN
ENSBTAG00000020855	ENSBTAT00000110302#PTPN4
ENSBTAG00000021464	NM_001206544#SPRYD3
ENSBTAG00000023933	ENSBTAT00000042743#SEC16A
ENSBTAG00000004510	ENSBTAT00000005925#SARDH
ENSBTAG00000047871	XM_002686512#KLF17
ENSBTAG00000014555	XM_025001167#CASS4
ENSBTAG00000050522	XM_010800918#ENSBTAG00000050522
ENSBTAG00000004887	XM_024998501#DCTN1
ENSBTAG00000057821	ENSBTAT00000118214#ENSBTAG00000057821
ENSBTAG00000012078	NM_205779#TMEM176A
XM_059890721	XM_059890721#LOC132346305
ENSBTAG00000006910	NM_001077035#ASRGL1
ENSBTAG00000021174	NM_001206991#NRDC
ENSBTAG00000020757	XM_024992075#PCBP2
ENSBTAG00000001094	XM_025000066#MTUS2
ENSBTAG00000048727	NM_001390119#OR4D31
ENSBTAG00000006734	ENSBTAT00000037944#BICD1
ENSBTAG00000014749	ENSBTAT00000096763#ZIC4
ENSBTAG00000013131	ENSBTAT00000129758#FAM110D
ENSBTAG00000020261	ENSBTAT00000078709#CDH26
ENSBTAG00000018142	ENSBTAT00000066830#DTL
ENSBTAG00000008283	ENSBTAT00000076320#FLI1
ENSBTAG00000013023	XM_059891665#MAP4K4
ENSBTAG00000014224	XM_024987418#IGSF9B
ENSBTAG00000005145	ENSBTAT00000006782#PEAK1
ENSBTAG00000000973	XM_024989534#KCNJ15
ENSBTAG00000020251	XM_059876928#LYPD4
ENSBTAG00000007986	ENSBTAT00000010497#NSD2
ENSBTAG00000058003	XM_002696212#CD300E
ENSBTAG00000030302	ENSBTAT00000042787#EDF1
ENSBTAG00000017017	XM_059883556#CTPS2
ENSBTAG00000002623	NM_001035404#SAMSN1
ENSBTAG00000011315	ENSBTAT00000015039#GJA10
ENSBTAG00000047272	ENSBTAT00000064058#CCDC182
ENSBTAG00000019428	ENSBTAT00000112286#CCR1
ENSBTAG00000001342	ENSBTAT00000001767#RSL24D1
ENSBTAG00000017285	ENSBTAT00000022973#FGF19
ENSBTAG00000009414	NM_001035083#PSMC4
ENSBTAG00000057099	ENSBTAT00000098245#ENSBTAG00000057099
ENSBTAG00000021595	XM_059876351#HIP1R
ENSBTAG00000009498	ENSBTAT00000083285#PTEN
ENSBTAG00000015549	NM_001102229#PCDH18
NM_001206459	NM_001206459#LOC616942
ENSBTAG00000009714	ENSBTAT00000109668#ARHGAP33
ENSBTAG00000061529	ENSBTAT00000122183#ENSBTAG00000061529
ENSBTAG00000005732	ENSBTAT00000105608#TRAPPC3
ENSBTAG00000019733	ENSBTAT00000127973#ADGRL4
ENSBTAG00000033998	ENSBTAT00000048225#RFX8
ENSBTAG00000021941	ENSBTAT00000096642#DPP6
ENSBTAG00000068057	ENSBTAT00000127185#ENSBTAG00000068057
ENSBTAG00000013909	ENSBTAT00000018474#BOC
ENSBTAG00000004965	ENSBTAT00000103976#NUP133
ENSBTAG00000069863	ENSBTAT00000101214#ENSBTAG00000069863
ENSBTAG00000006259	ENSBTAT00000081411#MOB1A
ENSBTAG00000002092	ENSBTAT00000047585#PI16
ENSBTAG00000009269	ENSBTAT00000012214#GRIK3
ENSBTAG00000046367	XM_024978717#ZNF383
ENSBTAG00000010397	ENSBTAT00000110434#B3GNT5
ENSBTAG00000055542	ENSBTAT00000116280#ENSBTAG00000055542
ENSBTAG00000049465	ENSBTAT00000134858#STPG2
ENSBTAG00000012413	NM_001079789#FGF12
ENSBTAG00000008442	NM_001304614#NSF
ENSBTAG00000015038	ENSBTAT00000081101#HADHA
ENSBTAG00000000189	XM_005205344#LHFPL3
ENSBTAG00000000616	ENSBTAT00000083023#GPR161
ENSBTAG00000010677	XM_024993554#LIMCH1
ENSBTAG00000060779	ENSBTAT00000130905#KBTBD11
ENSBTAG00000015398	XM_024982010#TJP1
ENSBTAG00000050817	ENSBTAT00000071903#ENSBTAG00000050817
ENSBTAG00000015728	ENSBTAT00000020876#NSUN3
ENSBTAG00000003851	NM_001206311#CCNL1
ENSBTAG00000038237	ENSBTAT00000103687#KPRP
ENSBTAG00000003650	ENSBTAT00000093078#NR4A2
ENSBTAG00000007961	XM_059879589#TADA3
ENSBTAG00000015518	XM_002696010#KRT12
ENSBTAG00000060225	ENSBTAT00000093034#ENSBTAG00000060225
ENSBTAG00000030423	ENSBTAT00000030538#CLEC1B
ENSBTAG00000005786	XM_059879210#ATXN3
ENSBTAG00000004989	ENSBTAT00000076640#IRF5
ENSBTAG00000021927	ENSBTAT00000114525#AATF
ENSBTAG00000020499	ENSBTAT00000078952#ENSBTAG00000020499
ENSBTAG00000014646	ENSBTAT00000087827#MZT2B
ENSBTAG00000065147	NM_001390313#OR9S29
ENSBTAG00000003877	ENSBTAT00000005060#ZCCHC24
ENSBTAG00000009343	XM_059891792#AAK1
ENSBTAG00000063463	ENSBTAT00000114236#ENSBTAG00000063463
ENSBTAG00000018745	ENSBTAT00000065117#CEP290
ENSBTAG00000039372	ENSBTAT00000093712#CIMAP1D
ENSBTAG00000006363	ENSBTAT00000008347#ENSBTAG00000006363
ENSBTAG00000019589	ENSBTAT00000068815#CFAP410
ENSBTAG00000022294	ENSBTAT00000073836#FADS1
ENSBTAG00000003439	ENSBTAT00000101676#AKAP10
ENSBTAG00000011661	ENSBTAT00000080332#CEP152
ENSBTAG00000004612	ENSBTAT00000087829#SORCS3
ENSBTAG00000001295	XM_005218193#DEPDC5
ENSBTAG00000033182	XM_024986477#HGSNAT
ENSBTAG00000030259	ENSBTAT00000081804#RASGRF2
ENSBTAG00000019166	NM_001038678#NSMCE4A
ENSBTAG00000020940	NM_001435383#ANXA11
ENSBTAG00000001485	XM_059888461#PPIP5K2
ENSBTAG00000008202	ENSBTAT00000132185#PRKCSH
ENSBTAG00000065804	ENSBTAT00000096960#ZBED3
ENSBTAG00000005160	ENSBTAT00000104459#GTF2H1
ENSBTAG00000013393	ENSBTAT00000096127#GEMIN4
ENSBTAG00000015935	ENSBTAT00000021191#IYD
ENSBTAG00000069893	XM_010802490#ENSBTAG00000069893
ENSBTAG00000004208	XM_024992690#PLEKHG6
ENSBTAG00000021116	ENSBTAT00000089206#EXOC6
ENSBTAG00000006052	ENSBTAT00000107970#PLCD3
ENSBTAG00000009855	NM_001164670#FAN1
ENSBTAG00000006099	ENSBTAT00000091943#PIP5K1A
ENSBTAG00000003719	XM_059888982#TDRD7
ENSBTAG00000006838	ENSBTAT00000128493#AIFM1
ENSBTAG00000011305	ENSBTAT00000056588#ENSBTAG00000011305
ENSBTAG00000009755	ENSBTAT00000097373#GOLGA3
ENSBTAG00000005433	ENSBTAT00000007151#SSUH2
ENSBTAG00000008442	ENSBTAT00000083265#NSF
ENSBTAG00000013509	ENSBTAT00000043180#TTC16
ENSBTAG00000003536	ENSBTAT00000096473#MARCHF6
ENSBTAG00000009208	ENSBTAT00000098673#TCTN1
ENSBTAG00000044083	XM_015460485#LIMK1
ENSBTAG00000019515	ENSBTAT00000025998#SNX17
ENSBTAG00000013256	ENSBTAT00000109583#LGR5
ENSBTAG00000066734	ENSBTAT00000127229#ENSBTAG00000066734
ENSBTAG00000004225	ENSBTAT00000005534#TSR1
ENSBTAG00000013607	ENSBTAT00000018092#WDR1
ENSBTAG00000017642	ENSBTAT00000023468#BMP3
ENSBTAG00000004240	NM_001434737#TMPO
ENSBTAG00000019061	XM_005227486#ELF4
ENSBTAG00000008175	ENSBTAT00000093049#ZNF713
ENSBTAG00000030584	ENSBTAT00000106849#SLC35A4
ENSBTAG00000008801	ENSBTAT00000011594#ATPAF2
ENSBTAG00000034368	ENSBTAT00000027425#PRSS33
ENSBTAG00000000710	XM_010806973#PIP5K1C
ENSBTAG00000017875	ENSBTAT00000135450#ARHGAP30
ENSBTAG00000006025	XM_005212785#AHSA2
ENSBTAG00000015612	NM_001099140#UTP6
ENSBTAG00000005413	ENSBTAT00000114295#NLRC5
ENSBTAG00000027434	XM_024993672#SORCS2
ENSBTAG00000018093	XM_059875016#KMT2A
ENSBTAG00000003152	ENSBTAT00000004093#ENSBTAG00000003152
ENSBTAG00000019177	XM_010801807#BIN1
ENSBTAG00000044100	NM_001076448#HEATR1
ENSBTAG00000019533	XM_059880424#ADTRP
ENSBTAG00000021789	ENSBTAT00000089804#ZNF574
ENSBTAG00000052511	ENSBTAT00000064798#ENSBTAG00000052511
ENSBTAG00000068957	ENSBTAT00000090267#ENSBTAG00000068957
ENSBTAG00000006985	ENSBTAT00000084062#TM7SF3
ENSBTAG00000010949	ENSBTAT00000014539#PROSER1
ENSBTAG00000067980	ENSBTAT00000135976#ABHD13
ENSBTAG00000020048	ENSBTAT00000107801#MAPK10
ENSBTAG00000039766	XM_024977651#FBRSL1
ENSBTAG00000051435	NM_001102539#ZFP30
ENSBTAG00000014806	ENSBTAT00000019703#ATP2A3
ENSBTAG00000020247	ENSBTAT00000084591#ADCYAP1R1
